"","id","period","seconds","goal"
"1","1","1",0,FALSE
"2","1","1",14,FALSE
"3","1","1",114,FALSE
"4","1","1",152,FALSE
"5","1","1",189,TRUE
"6","1","1",235,FALSE
"7","1","1",273,FALSE
"8","1","1",295,FALSE
"9","1","1",311,FALSE
"10","1","1",336,FALSE
"11","1","1",487,FALSE
"12","1","1",543,FALSE
"13","1","1",572,FALSE
"14","1","1",588,FALSE
"15","1","1",609,FALSE
"16","1","1",672,FALSE
"17","1","1",705,FALSE
"18","1","1",737,FALSE
"19","1","1",792,FALSE
"20","1","1",1015,FALSE
"21","1","1",1086,FALSE
"22","1","1",1101,FALSE
"23","1","2",0,FALSE
"24","1","2",13,FALSE
"25","1","2",19,TRUE
"26","1","2",33,FALSE
"27","1","2",81,FALSE
"28","1","2",88,FALSE
"29","1","2",126,FALSE
"30","1","2",230,FALSE
"31","1","2",237,FALSE
"32","1","2",295,FALSE
"33","1","2",362,FALSE
"34","1","2",396,FALSE
"35","1","2",491,FALSE
"36","1","2",579,FALSE
"37","1","2",664,FALSE
"38","1","2",762,FALSE
"39","1","2",807,FALSE
"40","1","2",852,FALSE
"41","1","2",886,FALSE
"42","1","2",890,FALSE
"43","1","2",1151,FALSE
"44","1","2",1177,FALSE
"45","1","3",0,FALSE
"46","1","3",156,FALSE
"47","1","3",162,FALSE
"48","1","3",307,FALSE
"49","1","3",361,FALSE
"50","1","3",453,FALSE
"51","1","3",480,FALSE
"52","1","3",722,TRUE
"53","1","3",733,FALSE
"54","1","3",740,FALSE
"55","1","3",761,FALSE
"56","1","3",769,FALSE
"57","1","3",792,FALSE
"58","1","3",836,FALSE
"59","1","3",840,FALSE
"60","1","3",857,FALSE
"61","1","3",906,FALSE
"62","1","3",1027,FALSE
"63","1","3",1161,FALSE
"64","1","3",1169,TRUE
"65","2","1",0,FALSE
"66","2","1",103,TRUE
"67","2","1",153,FALSE
"68","2","1",189,FALSE
"69","2","1",337,FALSE
"70","2","1",379,FALSE
"71","2","1",547,FALSE
"72","2","1",549,FALSE
"73","2","1",611,FALSE
"74","2","1",673,FALSE
"75","2","1",786,FALSE
"76","2","1",864,TRUE
"77","2","1",998,TRUE
"78","2","1",1024,FALSE
"79","2","1",1079,FALSE
"80","2","1",1118,FALSE
"81","2","1",1141,TRUE
"82","2","2",0,FALSE
"83","2","2",10,FALSE
"84","2","2",32,FALSE
"85","2","2",118,FALSE
"86","2","2",260,FALSE
"87","2","2",356,FALSE
"88","2","2",390,FALSE
"89","2","2",415,TRUE
"90","2","2",463,FALSE
"91","2","2",477,FALSE
"92","2","2",566,FALSE
"93","2","2",605,FALSE
"94","2","2",621,FALSE
"95","2","2",873,FALSE
"96","2","2",895,FALSE
"97","2","2",900,FALSE
"98","2","2",1051,FALSE
"99","2","2",1089,FALSE
"100","2","2",1110,FALSE
"101","2","2",1164,FALSE
"102","2","2",1169,FALSE
"103","2","3",0,FALSE
"104","2","3",23,FALSE
"105","2","3",120,FALSE
"106","2","3",238,FALSE
"107","2","3",406,FALSE
"108","2","3",506,FALSE
"109","2","3",671,FALSE
"110","2","3",730,FALSE
"111","2","3",741,FALSE
"112","2","3",778,FALSE
"113","2","3",788,FALSE
"114","2","3",854,FALSE
"115","2","3",878,FALSE
"116","2","3",952,FALSE
"117","2","3",984,FALSE
"118","2","3",1087,FALSE
"119","2","3",1121,FALSE
"120","2","3",1140,FALSE
"121","2","3",1182,FALSE
"122","3","1",0,FALSE
"123","3","1",2,FALSE
"124","3","1",59,FALSE
"125","3","1",98,FALSE
"126","3","1",105,FALSE
"127","3","1",135,FALSE
"128","3","1",238,FALSE
"129","3","1",249,FALSE
"130","3","1",385,FALSE
"131","3","1",478,FALSE
"132","3","1",482,FALSE
"133","3","1",507,FALSE
"134","3","1",598,FALSE
"135","3","1",634,TRUE
"136","3","1",653,FALSE
"137","3","1",754,FALSE
"138","3","1",873,FALSE
"139","3","1",878,FALSE
"140","3","1",931,FALSE
"141","3","1",935,FALSE
"142","3","1",949,FALSE
"143","3","1",987,FALSE
"144","3","1",1013,FALSE
"145","3","1",1055,FALSE
"146","3","1",1059,FALSE
"147","3","1",1068,FALSE
"148","3","1",1081,TRUE
"149","3","1",1139,FALSE
"150","3","2",0,FALSE
"151","3","2",82,FALSE
"152","3","2",157,FALSE
"153","3","2",170,FALSE
"154","3","2",199,FALSE
"155","3","2",219,TRUE
"156","3","2",338,FALSE
"157","3","2",349,FALSE
"158","3","2",506,FALSE
"159","3","2",574,FALSE
"160","3","2",578,FALSE
"161","3","2",669,FALSE
"162","3","2",771,FALSE
"163","3","2",799,FALSE
"164","3","2",872,FALSE
"165","3","2",1109,FALSE
"166","3","2",1195,TRUE
"167","3","3",0,FALSE
"168","3","3",29,FALSE
"169","3","3",264,FALSE
"170","3","3",273,FALSE
"171","3","3",291,FALSE
"172","3","3",295,FALSE
"173","3","3",363,FALSE
"174","3","3",426,FALSE
"175","3","3",497,TRUE
"176","3","3",519,FALSE
"177","3","3",609,FALSE
"178","3","3",707,FALSE
"179","3","3",747,FALSE
"180","3","3",799,FALSE
"181","3","3",873,FALSE
"182","3","3",895,FALSE
"183","3","3",991,TRUE
"184","3","3",1006,FALSE
"185","3","3",1030,FALSE
"186","3","3",1167,FALSE
"187","3","3",1179,FALSE
"188","3","3",1188,FALSE
"189","4","1",0,FALSE
"190","4","1",10,FALSE
"191","4","1",23,FALSE
"192","4","1",67,FALSE
"193","4","1",109,TRUE
"194","4","1",111,FALSE
"195","4","1",146,FALSE
"196","4","1",245,FALSE
"197","4","1",297,FALSE
"198","4","1",302,FALSE
"199","4","1",324,FALSE
"200","4","1",532,FALSE
"201","4","1",583,TRUE
"202","4","1",596,FALSE
"203","4","1",635,FALSE
"204","4","1",647,FALSE
"205","4","1",708,FALSE
"206","4","1",729,FALSE
"207","4","1",743,FALSE
"208","4","1",764,FALSE
"209","4","1",946,FALSE
"210","4","1",952,TRUE
"211","4","1",969,FALSE
"212","4","1",1066,FALSE
"213","4","1",1190,FALSE
"214","4","2",0,FALSE
"215","4","2",53,FALSE
"216","4","2",100,FALSE
"217","4","2",120,FALSE
"218","4","2",168,FALSE
"219","4","2",367,TRUE
"220","4","2",396,FALSE
"221","4","2",420,FALSE
"222","4","2",446,FALSE
"223","4","2",483,FALSE
"224","4","2",494,TRUE
"225","4","2",508,FALSE
"226","4","2",585,FALSE
"227","4","2",621,FALSE
"228","4","2",715,FALSE
"229","4","2",817,FALSE
"230","4","2",862,FALSE
"231","4","2",911,FALSE
"232","4","2",924,FALSE
"233","4","2",996,FALSE
"234","4","2",1047,FALSE
"235","4","2",1055,FALSE
"236","4","2",1077,FALSE
"237","4","2",1086,FALSE
"238","4","2",1171,FALSE
"239","4","3",0,FALSE
"240","4","3",119,FALSE
"241","4","3",136,FALSE
"242","4","3",174,FALSE
"243","4","3",211,TRUE
"244","4","3",294,FALSE
"245","4","3",311,FALSE
"246","4","3",325,FALSE
"247","4","3",463,FALSE
"248","4","3",496,FALSE
"249","4","3",502,FALSE
"250","4","3",579,FALSE
"251","4","3",649,FALSE
"252","4","3",654,FALSE
"253","4","3",673,FALSE
"254","4","3",815,FALSE
"255","4","3",856,FALSE
"256","4","3",909,FALSE
"257","4","3",960,FALSE
"258","4","3",990,FALSE
"259","4","3",1006,FALSE
"260","4","3",1022,FALSE
"261","4","3",1121,FALSE
"262","4","3",1138,FALSE
"263","5","1",0,FALSE
"264","5","1",114,FALSE
"265","5","1",127,FALSE
"266","5","1",190,FALSE
"267","5","1",263,FALSE
"268","5","1",300,FALSE
"269","5","1",336,TRUE
"270","5","1",460,FALSE
"271","5","1",463,FALSE
"272","5","1",698,FALSE
"273","5","1",712,FALSE
"274","5","1",782,FALSE
"275","5","1",795,FALSE
"276","5","1",800,FALSE
"277","5","1",808,FALSE
"278","5","1",884,FALSE
"279","5","1",948,FALSE
"280","5","1",1050,FALSE
"281","5","1",1058,FALSE
"282","5","1",1076,FALSE
"283","5","1",1163,FALSE
"284","5","1",1172,FALSE
"285","5","2",0,FALSE
"286","5","2",196,FALSE
"287","5","2",223,FALSE
"288","5","2",279,FALSE
"289","5","2",326,TRUE
"290","5","2",407,FALSE
"291","5","2",438,FALSE
"292","5","2",443,FALSE
"293","5","2",496,FALSE
"294","5","2",557,TRUE
"295","5","2",588,FALSE
"296","5","2",638,FALSE
"297","5","2",677,FALSE
"298","5","2",746,FALSE
"299","5","2",803,FALSE
"300","5","2",877,FALSE
"301","5","2",919,FALSE
"302","5","2",1021,FALSE
"303","5","2",1059,TRUE
"304","5","2",1068,FALSE
"305","5","2",1109,FALSE
"306","5","3",0,FALSE
"307","5","3",22,FALSE
"308","5","3",85,TRUE
"309","5","3",317,TRUE
"310","5","3",500,FALSE
"311","5","3",591,TRUE
"312","5","3",721,FALSE
"313","5","3",764,FALSE
"314","5","3",778,FALSE
"315","5","3",862,FALSE
"316","5","3",882,FALSE
"317","5","3",964,FALSE
"318","5","3",982,TRUE
"319","5","3",1114,FALSE
"320","5","3",1152,FALSE
"321","5","3",1160,FALSE
"322","6","1",0,FALSE
"323","6","1",30,TRUE
"324","6","1",114,FALSE
"325","6","1",219,FALSE
"326","6","1",265,FALSE
"327","6","1",287,FALSE
"328","6","1",301,FALSE
"329","6","1",363,FALSE
"330","6","1",370,FALSE
"331","6","1",400,FALSE
"332","6","1",438,FALSE
"333","6","1",545,FALSE
"334","6","1",556,FALSE
"335","6","1",712,FALSE
"336","6","1",736,FALSE
"337","6","1",771,FALSE
"338","6","1",777,FALSE
"339","6","1",819,FALSE
"340","6","1",864,FALSE
"341","6","1",872,FALSE
"342","6","1",877,FALSE
"343","6","1",927,FALSE
"344","6","1",947,FALSE
"345","6","1",961,FALSE
"346","6","1",1020,FALSE
"347","6","1",1037,FALSE
"348","6","1",1080,FALSE
"349","6","1",1089,FALSE
"350","6","2",0,FALSE
"351","6","2",232,FALSE
"352","6","2",263,FALSE
"353","6","2",267,FALSE
"354","6","2",377,FALSE
"355","6","2",384,FALSE
"356","6","2",388,FALSE
"357","6","2",450,FALSE
"358","6","2",468,FALSE
"359","6","2",514,FALSE
"360","6","2",602,FALSE
"361","6","2",649,TRUE
"362","6","2",689,FALSE
"363","6","2",797,FALSE
"364","6","2",830,FALSE
"365","6","2",890,FALSE
"366","6","2",946,FALSE
"367","6","2",950,FALSE
"368","6","2",1077,FALSE
"369","6","2",1108,FALSE
"370","6","2",1116,FALSE
"371","6","2",1137,FALSE
"372","6","2",1147,FALSE
"373","6","3",0,FALSE
"374","6","3",47,FALSE
"375","6","3",59,FALSE
"376","6","3",75,FALSE
"377","6","3",236,FALSE
"378","6","3",265,FALSE
"379","6","3",429,FALSE
"380","6","3",465,FALSE
"381","6","3",505,FALSE
"382","6","3",551,TRUE
"383","6","3",628,FALSE
"384","6","3",663,FALSE
"385","6","3",683,FALSE
"386","6","3",719,FALSE
"387","6","3",745,FALSE
"388","6","3",830,FALSE
"389","6","3",1022,FALSE
"390","6","3",1053,FALSE
"391","6","3",1099,FALSE
"392","6","3",1136,TRUE
"393","6","3",1154,FALSE
"394","7","1",0,FALSE
"395","7","1",41,FALSE
"396","7","1",125,FALSE
"397","7","1",145,FALSE
"398","7","1",213,FALSE
"399","7","1",252,FALSE
"400","7","1",441,FALSE
"401","7","1",490,FALSE
"402","7","1",511,FALSE
"403","7","1",542,FALSE
"404","7","1",570,FALSE
"405","7","1",629,FALSE
"406","7","1",637,FALSE
"407","7","1",827,FALSE
"408","7","1",982,FALSE
"409","7","1",990,FALSE
"410","7","2",0,FALSE
"411","7","2",14,FALSE
"412","7","2",85,TRUE
"413","7","2",144,FALSE
"414","7","2",314,FALSE
"415","7","2",390,FALSE
"416","7","2",453,FALSE
"417","7","2",524,FALSE
"418","7","2",545,FALSE
"419","7","2",614,TRUE
"420","7","2",650,FALSE
"421","7","2",686,FALSE
"422","7","2",723,TRUE
"423","7","2",743,FALSE
"424","7","2",764,FALSE
"425","7","2",786,FALSE
"426","7","2",804,FALSE
"427","7","2",853,FALSE
"428","7","2",949,FALSE
"429","7","2",998,FALSE
"430","7","2",1003,FALSE
"431","7","2",1044,FALSE
"432","7","2",1102,TRUE
"433","7","2",1130,FALSE
"434","7","2",1151,FALSE
"435","7","3",0,FALSE
"436","7","3",59,FALSE
"437","7","3",198,FALSE
"438","7","3",322,FALSE
"439","7","3",334,FALSE
"440","7","3",359,FALSE
"441","7","3",406,FALSE
"442","7","3",414,FALSE
"443","7","3",562,FALSE
"444","7","3",710,FALSE
"445","7","3",720,FALSE
"446","7","3",757,FALSE
"447","7","3",886,FALSE
"448","7","3",962,FALSE
"449","7","3",972,FALSE
"450","7","3",1112,FALSE
"451","7","3",1136,FALSE
"452","7","4",0,FALSE
"453","7","4",26,FALSE
"454","7","4",87,FALSE
"455","7","4",137,TRUE
"456","8","1",0,FALSE
"457","8","1",57,FALSE
"458","8","1",136,FALSE
"459","8","1",143,TRUE
"460","8","1",196,FALSE
"461","8","1",374,FALSE
"462","8","1",504,FALSE
"463","8","1",513,FALSE
"464","8","1",530,FALSE
"465","8","1",582,FALSE
"466","8","1",660,FALSE
"467","8","1",664,FALSE
"468","8","1",710,FALSE
"469","8","1",779,FALSE
"470","8","1",889,FALSE
"471","8","1",922,FALSE
"472","8","1",938,FALSE
"473","8","1",973,FALSE
"474","8","1",1023,TRUE
"475","8","1",1047,FALSE
"476","8","1",1174,FALSE
"477","8","2",0,FALSE
"478","8","2",152,FALSE
"479","8","2",232,FALSE
"480","8","2",360,FALSE
"481","8","2",472,FALSE
"482","8","2",587,FALSE
"483","8","2",636,FALSE
"484","8","2",648,FALSE
"485","8","2",720,FALSE
"486","8","2",930,FALSE
"487","8","2",986,FALSE
"488","8","2",994,FALSE
"489","8","2",1054,FALSE
"490","8","2",1086,FALSE
"491","8","3",0,FALSE
"492","8","3",30,FALSE
"493","8","3",46,FALSE
"494","8","3",88,FALSE
"495","8","3",113,FALSE
"496","8","3",158,FALSE
"497","8","3",212,FALSE
"498","8","3",279,FALSE
"499","8","3",477,FALSE
"500","8","3",511,FALSE
"501","8","3",682,FALSE
"502","8","3",747,FALSE
"503","8","3",810,FALSE
"504","8","3",855,FALSE
"505","8","3",1077,FALSE
"506","8","3",1100,TRUE
"507","9","1",0,FALSE
"508","9","1",31,FALSE
"509","9","1",213,FALSE
"510","9","1",374,FALSE
"511","9","1",407,FALSE
"512","9","1",507,FALSE
"513","9","1",532,FALSE
"514","9","1",546,FALSE
"515","9","1",570,FALSE
"516","9","1",779,FALSE
"517","9","1",801,FALSE
"518","9","1",859,FALSE
"519","9","1",950,FALSE
"520","9","1",1039,FALSE
"521","9","1",1042,TRUE
"522","9","1",1125,FALSE
"523","9","1",1131,FALSE
"524","9","1",1180,FALSE
"525","9","2",0,FALSE
"526","9","2",160,FALSE
"527","9","2",181,FALSE
"528","9","2",221,FALSE
"529","9","2",247,FALSE
"530","9","2",284,FALSE
"531","9","2",381,FALSE
"532","9","2",520,FALSE
"533","9","2",550,TRUE
"534","9","2",669,FALSE
"535","9","2",690,FALSE
"536","9","2",740,FALSE
"537","9","2",772,FALSE
"538","9","2",875,FALSE
"539","9","2",880,FALSE
"540","9","2",1157,FALSE
"541","9","3",0,FALSE
"542","9","3",52,FALSE
"543","9","3",81,FALSE
"544","9","3",133,FALSE
"545","9","3",164,FALSE
"546","9","3",187,FALSE
"547","9","3",233,FALSE
"548","9","3",300,FALSE
"549","9","3",328,FALSE
"550","9","3",369,FALSE
"551","9","3",477,FALSE
"552","9","3",506,FALSE
"553","9","3",569,TRUE
"554","9","3",606,FALSE
"555","9","3",705,FALSE
"556","9","3",811,FALSE
"557","9","3",844,FALSE
"558","9","3",1123,FALSE
"559","9","3",1182,TRUE
"560","10","1",0,FALSE
"561","10","1",48,FALSE
"562","10","1",99,TRUE
"563","10","1",221,FALSE
"564","10","1",269,FALSE
"565","10","1",341,FALSE
"566","10","1",427,FALSE
"567","10","1",586,FALSE
"568","10","1",676,FALSE
"569","10","1",684,FALSE
"570","10","1",702,FALSE
"571","10","1",794,FALSE
"572","10","1",850,FALSE
"573","10","1",908,FALSE
"574","10","1",939,FALSE
"575","10","1",976,FALSE
"576","10","1",1056,FALSE
"577","10","1",1071,FALSE
"578","10","1",1160,FALSE
"579","10","2",0,FALSE
"580","10","2",14,FALSE
"581","10","2",48,FALSE
"582","10","2",88,FALSE
"583","10","2",102,FALSE
"584","10","2",191,FALSE
"585","10","2",209,FALSE
"586","10","2",215,FALSE
"587","10","2",297,FALSE
"588","10","2",342,TRUE
"589","10","2",350,FALSE
"590","10","2",358,FALSE
"591","10","2",361,FALSE
"592","10","2",389,FALSE
"593","10","2",417,FALSE
"594","10","2",481,FALSE
"595","10","2",509,FALSE
"596","10","2",539,FALSE
"597","10","2",558,FALSE
"598","10","2",696,FALSE
"599","10","2",701,FALSE
"600","10","2",759,FALSE
"601","10","2",808,FALSE
"602","10","2",885,FALSE
"603","10","2",894,FALSE
"604","10","2",942,FALSE
"605","10","2",1026,FALSE
"606","10","2",1036,FALSE
"607","10","2",1096,FALSE
"608","10","2",1119,FALSE
"609","10","2",1124,FALSE
"610","10","2",1136,FALSE
"611","10","3",0,FALSE
"612","10","3",51,FALSE
"613","10","3",89,FALSE
"614","10","3",122,FALSE
"615","10","3",141,FALSE
"616","10","3",158,FALSE
"617","10","3",167,FALSE
"618","10","3",184,FALSE
"619","10","3",218,FALSE
"620","10","3",375,FALSE
"621","10","3",403,FALSE
"622","10","3",409,FALSE
"623","10","3",442,FALSE
"624","10","3",516,FALSE
"625","10","3",521,FALSE
"626","10","3",728,FALSE
"627","10","3",735,FALSE
"628","10","3",742,FALSE
"629","10","3",752,FALSE
"630","10","3",759,TRUE
"631","10","3",891,FALSE
"632","10","3",977,FALSE
"633","10","3",1035,FALSE
"634","10","3",1102,FALSE
"635","10","3",1133,FALSE
"636","10","3",1161,FALSE
"637","10","3",1184,FALSE
"638","11","1",0,FALSE
"639","11","1",42,FALSE
"640","11","1",89,FALSE
"641","11","1",188,FALSE
"642","11","1",285,FALSE
"643","11","1",363,FALSE
"644","11","1",459,FALSE
"645","11","1",473,FALSE
"646","11","1",588,FALSE
"647","11","1",612,FALSE
"648","11","1",689,FALSE
"649","11","1",694,FALSE
"650","11","1",706,FALSE
"651","11","1",715,FALSE
"652","11","1",750,FALSE
"653","11","1",760,FALSE
"654","11","1",813,FALSE
"655","11","1",820,TRUE
"656","11","1",894,FALSE
"657","11","1",984,FALSE
"658","11","1",1044,TRUE
"659","11","1",1067,FALSE
"660","11","1",1135,TRUE
"661","11","1",1147,FALSE
"662","11","1",1179,FALSE
"663","11","2",0,FALSE
"664","11","2",56,FALSE
"665","11","2",188,FALSE
"666","11","2",202,FALSE
"667","11","2",239,FALSE
"668","11","2",250,FALSE
"669","11","2",263,FALSE
"670","11","2",338,FALSE
"671","11","2",360,FALSE
"672","11","2",370,FALSE
"673","11","2",415,TRUE
"674","11","2",433,FALSE
"675","11","2",449,FALSE
"676","11","2",487,TRUE
"677","11","2",687,FALSE
"678","11","2",745,FALSE
"679","11","2",831,FALSE
"680","11","2",926,FALSE
"681","11","2",986,FALSE
"682","11","2",994,FALSE
"683","11","2",1003,FALSE
"684","11","2",1010,FALSE
"685","11","2",1052,FALSE
"686","11","2",1131,FALSE
"687","11","3",0,FALSE
"688","11","3",97,FALSE
"689","11","3",137,FALSE
"690","11","3",307,TRUE
"691","11","3",425,TRUE
"692","11","3",442,FALSE
"693","11","3",459,FALSE
"694","11","3",495,FALSE
"695","11","3",558,TRUE
"696","11","3",577,FALSE
"697","11","3",614,TRUE
"698","11","3",665,FALSE
"699","11","3",829,FALSE
"700","11","3",846,FALSE
"701","11","3",894,FALSE
"702","11","3",936,FALSE
"703","11","3",996,FALSE
"704","11","3",1015,FALSE
"705","11","3",1078,FALSE
"706","11","3",1082,FALSE
"707","11","3",1109,FALSE
"708","11","3",1142,FALSE
"709","12","1",0,FALSE
"710","12","1",39,FALSE
"711","12","1",60,FALSE
"712","12","1",92,FALSE
"713","12","1",138,FALSE
"714","12","1",142,FALSE
"715","12","1",174,FALSE
"716","12","1",296,FALSE
"717","12","1",325,FALSE
"718","12","1",493,FALSE
"719","12","1",556,FALSE
"720","12","1",592,FALSE
"721","12","1",643,FALSE
"722","12","1",748,FALSE
"723","12","1",772,FALSE
"724","12","1",797,FALSE
"725","12","1",843,FALSE
"726","12","1",926,FALSE
"727","12","1",963,FALSE
"728","12","1",1156,TRUE
"729","12","2",0,FALSE
"730","12","2",13,FALSE
"731","12","2",31,FALSE
"732","12","2",44,FALSE
"733","12","2",80,FALSE
"734","12","2",249,FALSE
"735","12","2",449,FALSE
"736","12","2",464,FALSE
"737","12","2",492,FALSE
"738","12","2",525,FALSE
"739","12","2",556,FALSE
"740","12","2",617,FALSE
"741","12","2",659,TRUE
"742","12","2",767,FALSE
"743","12","2",833,FALSE
"744","12","2",883,FALSE
"745","12","2",1042,FALSE
"746","12","2",1088,FALSE
"747","12","2",1137,FALSE
"748","12","3",0,FALSE
"749","12","3",70,FALSE
"750","12","3",162,FALSE
"751","12","3",178,FALSE
"752","12","3",182,FALSE
"753","12","3",196,FALSE
"754","12","3",216,FALSE
"755","12","3",236,FALSE
"756","12","3",241,FALSE
"757","12","3",248,FALSE
"758","12","3",311,FALSE
"759","12","3",327,FALSE
"760","12","3",387,FALSE
"761","12","3",609,FALSE
"762","12","3",615,FALSE
"763","12","3",630,FALSE
"764","12","3",800,FALSE
"765","12","3",821,FALSE
"766","12","3",887,FALSE
"767","12","3",958,FALSE
"768","12","3",970,TRUE
"769","12","3",1016,FALSE
"770","12","3",1044,TRUE
"771","12","3",1061,TRUE
"772","12","3",1065,FALSE
"773","12","3",1121,TRUE
"774","12","3",1136,FALSE
"775","12","3",1179,FALSE
"776","13","1",0,FALSE
"777","13","1",17,FALSE
"778","13","1",99,FALSE
"779","13","1",192,FALSE
"780","13","1",249,FALSE
"781","13","1",259,FALSE
"782","13","1",278,FALSE
"783","13","1",443,FALSE
"784","13","1",528,FALSE
"785","13","1",555,FALSE
"786","13","1",579,FALSE
"787","13","1",589,FALSE
"788","13","1",651,FALSE
"789","13","1",782,FALSE
"790","13","1",822,FALSE
"791","13","1",852,FALSE
"792","13","1",1105,FALSE
"793","13","1",1119,FALSE
"794","13","1",1188,FALSE
"795","13","2",0,FALSE
"796","13","2",73,TRUE
"797","13","2",180,FALSE
"798","13","2",236,TRUE
"799","13","2",359,FALSE
"800","13","2",430,FALSE
"801","13","2",564,FALSE
"802","13","2",580,FALSE
"803","13","2",642,FALSE
"804","13","2",709,FALSE
"805","13","2",728,FALSE
"806","13","2",773,TRUE
"807","13","2",800,FALSE
"808","13","2",917,FALSE
"809","13","2",921,FALSE
"810","13","2",956,FALSE
"811","13","2",981,TRUE
"812","13","2",1058,FALSE
"813","13","2",1086,FALSE
"814","13","2",1090,FALSE
"815","13","2",1109,FALSE
"816","13","3",0,FALSE
"817","13","3",56,FALSE
"818","13","3",75,FALSE
"819","13","3",85,FALSE
"820","13","3",186,FALSE
"821","13","3",256,FALSE
"822","13","3",351,FALSE
"823","13","3",575,FALSE
"824","13","3",580,FALSE
"825","13","3",621,FALSE
"826","13","3",626,FALSE
"827","13","3",703,FALSE
"828","13","3",725,FALSE
"829","13","3",770,FALSE
"830","13","3",832,FALSE
"831","13","3",870,FALSE
"832","13","3",907,FALSE
"833","13","3",1100,FALSE
"834","13","3",1179,FALSE
"835","13","3",1187,FALSE
"836","14","1",0,FALSE
"837","14","1",32,FALSE
"838","14","1",64,FALSE
"839","14","1",75,TRUE
"840","14","1",80,FALSE
"841","14","1",155,FALSE
"842","14","1",201,FALSE
"843","14","1",254,FALSE
"844","14","1",281,FALSE
"845","14","1",500,TRUE
"846","14","1",516,FALSE
"847","14","1",536,FALSE
"848","14","1",611,FALSE
"849","14","1",714,FALSE
"850","14","1",739,FALSE
"851","14","1",780,FALSE
"852","14","1",816,FALSE
"853","14","1",881,FALSE
"854","14","1",936,FALSE
"855","14","1",949,FALSE
"856","14","1",1019,FALSE
"857","14","1",1049,FALSE
"858","14","1",1106,FALSE
"859","14","1",1183,FALSE
"860","14","2",0,FALSE
"861","14","2",20,TRUE
"862","14","2",90,FALSE
"863","14","2",234,TRUE
"864","14","2",241,FALSE
"865","14","2",314,FALSE
"866","14","2",409,FALSE
"867","14","2",435,FALSE
"868","14","2",442,FALSE
"869","14","2",532,FALSE
"870","14","2",564,FALSE
"871","14","2",685,FALSE
"872","14","2",703,FALSE
"873","14","2",719,FALSE
"874","14","2",795,FALSE
"875","14","2",822,FALSE
"876","14","2",904,FALSE
"877","14","2",943,FALSE
"878","14","2",1023,FALSE
"879","14","2",1041,FALSE
"880","14","2",1066,FALSE
"881","14","2",1132,FALSE
"882","14","2",1176,FALSE
"883","14","2",1190,FALSE
"884","14","3",0,FALSE
"885","14","3",153,FALSE
"886","14","3",344,FALSE
"887","14","3",361,FALSE
"888","14","3",411,FALSE
"889","14","3",462,FALSE
"890","14","3",482,FALSE
"891","14","3",605,FALSE
"892","14","3",633,FALSE
"893","14","3",776,FALSE
"894","14","3",894,FALSE
"895","14","3",921,FALSE
"896","14","3",947,FALSE
"897","15","1",0,FALSE
"898","15","1",27,FALSE
"899","15","1",58,FALSE
"900","15","1",180,FALSE
"901","15","1",196,FALSE
"902","15","1",222,FALSE
"903","15","1",238,FALSE
"904","15","1",255,FALSE
"905","15","1",290,FALSE
"906","15","1",334,FALSE
"907","15","1",422,FALSE
"908","15","1",443,FALSE
"909","15","1",459,FALSE
"910","15","1",509,FALSE
"911","15","1",513,FALSE
"912","15","1",640,FALSE
"913","15","1",694,FALSE
"914","15","1",719,FALSE
"915","15","1",808,TRUE
"916","15","1",947,FALSE
"917","15","1",992,FALSE
"918","15","1",1031,FALSE
"919","15","1",1066,FALSE
"920","15","1",1147,FALSE
"921","15","2",0,FALSE
"922","15","2",53,FALSE
"923","15","2",183,FALSE
"924","15","2",228,FALSE
"925","15","2",300,FALSE
"926","15","2",322,TRUE
"927","15","2",370,FALSE
"928","15","2",389,FALSE
"929","15","2",436,FALSE
"930","15","2",441,FALSE
"931","15","2",452,FALSE
"932","15","2",589,FALSE
"933","15","2",669,FALSE
"934","15","2",851,FALSE
"935","15","2",911,TRUE
"936","15","2",948,FALSE
"937","15","2",992,FALSE
"938","15","2",1022,FALSE
"939","15","2",1181,FALSE
"940","15","2",1186,FALSE
"941","15","3",0,FALSE
"942","15","3",35,FALSE
"943","15","3",60,FALSE
"944","15","3",78,TRUE
"945","15","3",124,FALSE
"946","15","3",159,FALSE
"947","15","3",239,FALSE
"948","15","3",373,FALSE
"949","15","3",392,FALSE
"950","15","3",403,FALSE
"951","15","3",427,FALSE
"952","15","3",454,FALSE
"953","15","3",584,FALSE
"954","15","3",604,FALSE
"955","15","3",641,FALSE
"956","15","3",717,FALSE
"957","15","3",923,FALSE
"958","15","3",927,FALSE
"959","15","3",1084,FALSE
"960","15","3",1188,FALSE
"961","15","3",1196,FALSE
"962","15","4",0,FALSE
"963","15","4",85,FALSE
"964","15","4",109,TRUE
"965","16","1",0,FALSE
"966","16","1",120,TRUE
"967","16","1",204,FALSE
"968","16","1",239,FALSE
"969","16","1",245,FALSE
"970","16","1",351,FALSE
"971","16","1",371,FALSE
"972","16","1",418,FALSE
"973","16","1",502,FALSE
"974","16","1",591,FALSE
"975","16","1",661,FALSE
"976","16","1",691,FALSE
"977","16","1",839,FALSE
"978","16","1",1012,FALSE
"979","16","1",1032,FALSE
"980","16","1",1059,FALSE
"981","16","1",1152,FALSE
"982","16","1",1190,FALSE
"983","16","2",0,FALSE
"984","16","2",29,FALSE
"985","16","2",38,FALSE
"986","16","2",46,FALSE
"987","16","2",111,FALSE
