"","id","period","play.lengths","result"
"2",201,"1",66,"stop"
"3",201,"1",19,"stop"
"4",201,"1",142,"stop"
"5",201,"1",200,"stop"
"6",201,"1",11,"stop"
"7",201,"1",77,"stop"
"8",201,"1",97,"stop"
"9",201,"1",11,"stop"
"10",201,"1",16,"stop"
"11",201,"1",39,"stop"
"12",201,"1",13,"stop"
"13",201,"1",138,"stop"
"14",201,"1",162,"stop"
"15",201,"1",24,"stop"
"16",201,"1",9,"stop"
"17",201,"1",23,"stop"
"18",201,"1",31,"stop"
"19",201,"1",28,"stop"
"20",201,"1",31,"stop"
"21",201,"1",34,"goal"
"23",201,"1",15,"stop"
"25",201,"2",40,"stop"
"26",201,"2",44,"stop"
"27",201,"2",110,"stop"
"28",201,"2",154,"stop"
"29",201,"2",65,"stop"
"30",201,"2",8,"stop"
"31",201,"2",56,"stop"
"32",201,"2",22,"stop"
"33",201,"2",23,"stop"
"34",201,"2",47,"stop"
"35",201,"2",92,"stop"
"36",201,"2",37,"stop"
"37",201,"2",98,"goal"
"39",201,"2",45,"stop"
"40",201,"2",74,"stop"
"41",201,"2",58,"stop"
"42",201,"2",13,"stop"
"43",201,"2",4,"stop"
"44",201,"2",9,"goal"
"46",201,"2",24,"stop"
"47",201,"2",31,"goal"
"49",201,"2",87,"stop"
"50",201,"2",17,"stop"
"52",201,"3",16,"stop"
"53",201,"3",230,"stop"
"54",201,"3",8,"stop"
"55",201,"3",132,"stop"
"56",201,"3",71,"stop"
"57",201,"3",60,"goal"
"59",201,"3",41,"stop"
"60",201,"3",59,"stop"
"61",201,"3",5,"stop"
"62",201,"3",87,"stop"
"63",201,"3",63,"stop"
"64",201,"3",26,"stop"
"65",201,"3",21,"stop"
"66",201,"3",59,"stop"
"67",201,"3",28,"stop"
"68",201,"3",58,"stop"
"69",201,"3",3,"stop"
"70",201,"3",18,"stop"
"71",201,"3",4,"stop"
"72",201,"3",64,"stop"
"73",201,"3",94,"stop"
"75",202,"1",21,"stop"
"76",202,"1",7,"stop"
"77",202,"1",6,"stop"
"78",202,"1",30,"stop"
"79",202,"1",37,"stop"
"80",202,"1",9,"goal"
"82",202,"1",201,"stop"
"83",202,"1",137,"stop"
"84",202,"1",58,"stop"
"85",202,"1",10,"stop"
"86",202,"1",50,"stop"
"87",202,"1",7,"stop"
"88",202,"1",69,"stop"
"89",202,"1",10,"stop"
"90",202,"1",63,"stop"
"91",202,"1",105,"stop"
"92",202,"1",38,"stop"
"93",202,"1",29,"stop"
"94",202,"1",96,"stop"
"95",202,"1",65,"stop"
"96",202,"1",5,"stop"
"97",202,"1",39,"stop"
"98",202,"1",35,"stop"
"99",202,"1",51,"stop"
"101",202,"2",5,"stop"
"102",202,"2",14,"stop"
"103",202,"2",50,"goal"
"105",202,"2",65,"stop"
"106",202,"2",44,"stop"
"107",202,"2",98,"stop"
"108",202,"2",92,"stop"
"109",202,"2",163,"goal"
"111",202,"2",214,"stop"
"112",202,"2",8,"stop"
"113",202,"2",8,"stop"
"114",202,"2",65,"stop"
"115",202,"2",24,"stop"
"116",202,"2",15,"stop"
"117",202,"2",102,"stop"
"118",202,"2",25,"stop"
"119",202,"2",85,"stop"
"120",202,"2",100,"stop"
"122",202,"3",18,"stop"
"123",202,"3",4,"stop"
"124",202,"3",16,"stop"
"125",202,"3",105,"stop"
"126",202,"3",61,"stop"
"127",202,"3",11,"stop"
"128",202,"3",8,"stop"
"129",202,"3",18,"stop"
"130",202,"3",20,"stop"
"131",202,"3",83,"stop"
"132",202,"3",32,"stop"
"133",202,"3",12,"stop"
"134",202,"3",73,"stop"
"135",202,"3",38,"stop"
"136",202,"3",14,"stop"
"137",202,"3",25,"goal"
"139",202,"3",10,"stop"
"140",202,"3",68,"stop"
"141",202,"3",106,"stop"
"142",202,"3",35,"stop"
"143",202,"3",35,"stop"
"144",202,"3",45,"stop"
"145",202,"3",50,"stop"
"146",202,"3",8,"stop"
"147",202,"3",47,"stop"
"148",202,"3",24,"stop"
"149",202,"3",57,"stop"
"150",202,"3",5,"stop"
"151",202,"3",49,"stop"
"152",202,"3",55,"goal"
"154",202,"3",20,"goal"
"156",202,"3",21,"stop"
"157",202,"3",10,"stop"
"159",203,"1",46,"stop"
"160",203,"1",26,"stop"
"161",203,"1",54,"stop"
"162",203,"1",30,"goal"
"164",203,"1",78,"stop"
"165",203,"1",78,"stop"
"166",203,"1",5,"stop"
"167",203,"1",283,"stop"
"168",203,"1",131,"stop"
"169",203,"1",60,"stop"
"170",203,"1",82,"stop"
"171",203,"1",276,"stop"
"172",203,"1",27,"stop"
"174",203,"2",45,"stop"
"175",203,"2",207,"stop"
"176",203,"2",39,"goal"
"178",203,"2",61,"stop"
"179",203,"2",20,"stop"
"180",203,"2",211,"stop"
"181",203,"2",17,"stop"
"182",203,"2",32,"stop"
"183",203,"2",47,"stop"
"184",203,"2",101,"stop"
"185",203,"2",48,"stop"
"186",203,"2",29,"stop"
"187",203,"2",18,"stop"
"188",203,"2",91,"stop"
"189",203,"2",64,"stop"
"190",203,"2",97,"stop"
"191",203,"2",18,"stop"
"192",203,"2",11,"stop"
"194",203,"3",186,"stop"
"195",203,"3",107,"stop"
"196",203,"3",33,"stop"
"197",203,"3",166,"stop"
"198",203,"3",41,"stop"
"199",203,"3",34,"goal"
"201",203,"3",68,"stop"
"202",203,"3",94,"stop"
"203",203,"3",5,"stop"
"204",203,"3",38,"stop"
"205",203,"3",16,"stop"
"206",203,"3",253,"stop"
"207",203,"3",45,"stop"
"208",203,"3",85,"stop"
"209",203,"3",8,"stop"
"210",203,"3",20,"goal"
"213",203,"4",60,"stop"
"214",203,"4",64,"stop"
"215",203,"4",48,"stop"
"216",203,"4",63,"stop"
"217",203,"4",17,"stop"
"219",204,"1",61,"stop"
"220",204,"1",67,"stop"
"221",204,"1",77,"stop"
"222",204,"1",17,"stop"
"223",204,"1",51,"stop"
"224",204,"1",21,"stop"
"225",204,"1",150,"stop"
"226",204,"1",67,"stop"
"227",204,"1",29,"stop"
"228",204,"1",30,"stop"
"229",204,"1",111,"stop"
"230",204,"1",76,"stop"
"231",204,"1",181,"stop"
"232",204,"1",23,"stop"
"233",204,"1",71,"stop"
"235",204,"2",21,"stop"
"236",204,"2",82,"stop"
"237",204,"2",146,"stop"
"238",204,"2",8,"stop"
"239",204,"2",4,"goal"
"241",204,"2",21,"stop"
"242",204,"2",45,"stop"
"243",204,"2",244,"stop"
"244",204,"2",42,"stop"
"245",204,"2",51,"stop"
"246",204,"2",14,"stop"
"247",204,"2",19,"goal"
"249",204,"2",59,"stop"
"250",204,"2",5,"stop"
"251",204,"2",48,"stop"
"252",204,"2",61,"stop"
"253",204,"2",89,"goal"
"255",204,"2",143,"stop"
"256",204,"2",13,"stop"
"257",204,"2",47,"stop"
"259",204,"3",26,"stop"
"260",204,"3",18,"stop"
"261",204,"3",133,"stop"
"262",204,"3",12,"stop"
"263",204,"3",5,"stop"
"264",204,"3",41,"stop"
"265",204,"3",16,"stop"
"266",204,"3",38,"stop"
"267",204,"3",107,"stop"
"268",204,"3",16,"stop"
"269",204,"3",17,"stop"
"270",204,"3",21,"stop"
"271",204,"3",145,"stop"
"272",204,"3",187,"stop"
"273",204,"3",29,"stop"
"274",204,"3",100,"stop"
"275",204,"3",38,"stop"
"276",204,"3",7,"stop"
"277",204,"3",40,"stop"
"278",204,"3",110,"stop"
"279",204,"3",21,"stop"
"280",204,"3",37,"stop"
"281",204,"3",23,"stop"
"282",204,"3",9,"goal"
"285",204,"4",34,"stop"
"286",204,"4",92,"stop"
"287",204,"4",45,"goal"
"289",205,"1",8,"stop"
"290",205,"1",7,"stop"
"291",205,"1",141,"stop"
"292",205,"1",44,"stop"
"293",205,"1",118,"stop"
"294",205,"1",36,"goal"
"296",205,"1",73,"stop"
"297",205,"1",50,"stop"
"298",205,"1",51,"stop"
"299",205,"1",18,"stop"
"300",205,"1",5,"stop"
"301",205,"1",144,"stop"
"302",205,"1",9,"stop"
"303",205,"1",35,"stop"
"304",205,"1",173,"stop"
"305",205,"1",83,"stop"
"306",205,"1",64,"stop"
"307",205,"1",98,"stop"
"308",205,"1",40,"stop"
"310",205,"2",23,"stop"
"311",205,"2",14,"stop"
"312",205,"2",78,"stop"
"313",205,"2",24,"stop"
"314",205,"2",65,"stop"
"315",205,"2",24,"stop"
"316",205,"2",28,"stop"
"317",205,"2",35,"stop"
"318",205,"2",6,"stop"
"319",205,"2",102,"stop"
"320",205,"2",86,"stop"
"321",205,"2",165,"stop"
"322",205,"2",78,"stop"
"323",205,"2",146,"stop"
"324",205,"2",4,"stop"
"325",205,"2",191,"stop"
"326",205,"2",20,"stop"
"327",205,"2",99,"stop"
"329",205,"3",30,"stop"
"330",205,"3",98,"stop"
"331",205,"3",31,"stop"
"332",205,"3",130,"stop"
"333",205,"3",179,"stop"
"334",205,"3",48,"stop"
"335",205,"3",6,"stop"
"336",205,"3",15,"stop"
"337",205,"3",47,"goal"
"339",205,"3",106,"stop"
"340",205,"3",28,"stop"
"341",205,"3",227,"stop"
"342",205,"3",102,"stop"
"343",205,"3",58,"goal"
"345",205,"3",51,"stop"
"346",205,"3",16,"stop"
"347",205,"3",13,"stop"
"349",206,"1",55,"stop"
"350",206,"1",17,"stop"
"351",206,"1",82,"stop"
"352",206,"1",76,"stop"
"353",206,"1",179,"stop"
"354",206,"1",81,"stop"
"355",206,"1",13,"goal"
"357",206,"1",140,"stop"
"358",206,"1",58,"stop"
"359",206,"1",128,"stop"
"360",206,"1",7,"stop"
"361",206,"1",44,"stop"
"362",206,"1",15,"stop"
"363",206,"1",10,"stop"
"364",206,"1",20,"stop"
"365",206,"1",26,"stop"
"366",206,"1",45,"stop"
"367",206,"1",145,"stop"
"368",206,"1",13,"stop"
"369",206,"1",38,"stop"
"371",206,"2",86,"stop"
"372",206,"2",152,"stop"
"373",206,"2",90,"stop"
"374",206,"2",165,"stop"
"375",206,"2",61,"stop"
"376",206,"2",96,"stop"
"377",206,"2",35,"stop"
"378",206,"2",7,"stop"
"379",206,"2",92,"stop"
"380",206,"2",28,"stop"
"381",206,"2",101,"stop"
"382",206,"2",36,"stop"
"383",206,"2",34,"stop"
"384",206,"2",40,"stop"
"385",206,"2",14,"stop"
"386",206,"2",105,"stop"
"387",206,"2",6,"stop"
"388",206,"2",31,"stop"
"390",206,"3",14,"stop"
"391",206,"3",60,"stop"
"392",206,"3",76,"goal"
"394",206,"3",96,"stop"
"395",206,"3",84,"goal"
"397",206,"3",49,"stop"
"398",206,"3",65,"stop"
"399",206,"3",53,"stop"
"400",206,"3",56,"stop"
"401",206,"3",95,"stop"
"402",206,"3",123,"goal"
"404",206,"3",101,"stop"
"405",206,"3",81,"stop"
"406",206,"3",3,"stop"
"407",206,"3",115,"stop"
"408",206,"3",85,"stop"
"410",207,"1",176,"stop"
"411",207,"1",12,"stop"
"412",207,"1",109,"stop"
"413",207,"1",25,"stop"
"414",207,"1",222,"stop"
"415",207,"1",46,"stop"
"416",207,"1",23,"stop"
"417",207,"1",144,"stop"
"418",207,"1",117,"stop"
"419",207,"1",60,"stop"
"420",207,"1",104,"stop"
"421",207,"1",17,"stop"
"422",207,"1",77,"stop"
"424",207,"2",11,"stop"
"425",207,"2",15,"goal"
"427",207,"2",15,"stop"
"428",207,"2",47,"stop"
"429",207,"2",104,"stop"
"430",207,"2",31,"stop"
"431",207,"2",168,"stop"
"432",207,"2",32,"stop"
"433",207,"2",51,"stop"
"434",207,"2",180,"stop"
"435",207,"2",121,"stop"
"436",207,"2",70,"stop"
"437",207,"2",97,"stop"
"438",207,"2",143,"stop"
"439",207,"2",13,"stop"
"441",207,"3",24,"stop"
"442",207,"3",67,"stop"
"443",207,"3",80,"stop"
"444",207,"3",306,"stop"
"445",207,"3",72,"stop"
"446",207,"3",44,"stop"
"447",207,"3",33,"stop"
"448",207,"3",15,"stop"
"449",207,"3",243,"stop"
"450",207,"3",71,"stop"
"451",207,"3",79,"stop"
"452",207,"3",101,"stop"
"453",207,"3",45,"stop"
"455",208,"1",37,"stop"
"456",208,"1",275,"stop"
"457",208,"1",13,"stop"
"458",208,"1",55,"stop"
"459",208,"1",57,"stop"
"460",208,"1",25,"stop"
"461",208,"1",18,"goal"
"463",208,"1",6,"stop"
"464",208,"1",11,"stop"
"465",208,"1",44,"stop"
"466",208,"1",10,"stop"
"467",208,"1",74,"stop"
"468",208,"1",20,"stop"
"469",208,"1",11,"stop"
"470",208,"1",91,"stop"
"471",208,"1",8,"stop"
"472",208,"1",31,"stop"
"473",208,"1",220,"stop"
"474",208,"1",25,"stop"
"475",208,"1",8,"stop"
"476",208,"1",23,"stop"
"477",208,"1",8,"stop"
"479",208,"2",66,"stop"
"480",208,"2",10,"stop"
"481",208,"2",51,"goal"
"483",208,"2",85,"stop"
"484",208,"2",19,"stop"
"485",208,"2",25,"stop"
"486",208,"2",80,"goal"
"488",208,"2",147,"stop"
"489",208,"2",14,"stop"
"490",208,"2",17,"stop"
"491",208,"2",150,"stop"
"492",208,"2",3,"stop"
"493",208,"2",42,"stop"
"494",208,"2",97,"goal"
"496",208,"2",14,"stop"
"497",208,"2",22,"stop"
"498",208,"2",79,"stop"
"499",208,"2",86,"stop"
"500",208,"2",69,"stop"
"501",208,"2",45,"stop"
"502",208,"2",5,"stop"
"504",208,"3",14,"stop"
"505",208,"3",87,"stop"
"506",208,"3",7,"stop"
"507",208,"3",142,"stop"
"508",208,"3",32,"stop"
"509",208,"3",4,"stop"
"510",208,"3",43,"stop"
"511",208,"3",57,"stop"
"512",208,"3",113,"stop"
"513",208,"3",13,"stop"
"514",208,"3",68,"stop"
"515",208,"3",247,"stop"
"516",208,"3",132,"stop"
"517",208,"3",174,"stop"
"518",208,"3",40,"stop"
"519",208,"3",22,"goal"
"522",209,"1",7,"stop"
"523",209,"1",55,"stop"
"524",209,"1",11,"stop"
"525",209,"1",92,"stop"
"526",209,"1",23,"stop"
"527",209,"1",17,"stop"
"528",209,"1",80,"stop"
"529",209,"1",3,"stop"
"530",209,"1",28,"stop"
"531",209,"1",141,"goal"
"533",209,"1",105,"stop"
"534",209,"1",5,"stop"
"535",209,"1",63,"stop"
"536",209,"1",25,"stop"
"537",209,"1",4,"stop"
"538",209,"1",22,"stop"
"539",209,"1",53,"stop"
"540",209,"1",52,"goal"
"542",209,"1",22,"stop"
"543",209,"1",65,"stop"
"544",209,"1",23,"stop"
"545",209,"1",9,"stop"
"546",209,"1",76,"goal"
"548",209,"1",34,"stop"
"549",209,"1",7,"stop"
"550",209,"1",9,"goal"
"552",209,"1",49,"stop"
"553",209,"1",28,"stop"
"554",209,"1",76,"stop"
"555",209,"1",13,"stop"
"557",209,"2",164,"stop"
"558",209,"2",36,"stop"
"559",209,"2",136,"stop"
"560",209,"2",11,"stop"
"561",209,"2",6,"stop"
"562",209,"2",6,"stop"
"563",209,"2",30,"stop"
"564",209,"2",49,"stop"
"565",209,"2",58,"stop"
"566",209,"2",15,"stop"
"567",209,"2",8,"stop"
"568",209,"2",26,"goal"
"570",209,"2",53,"stop"
"571",209,"2",76,"stop"
"572",209,"2",46,"stop"
"573",209,"2",19,"stop"
"574",209,"2",118,"goal"
"576",209,"2",171,"stop"
"577",209,"2",63,"stop"
"578",209,"2",70,"stop"
"579",209,"2",21,"stop"
"581",209,"3",47,"stop"
"582",209,"3",23,"stop"
"583",209,"3",12,"stop"
"584",209,"3",16,"stop"
"585",209,"3",83,"stop"
"586",209,"3",175,"stop"
"587",209,"3",89,"stop"
"588",209,"3",63,"stop"
"589",209,"3",80,"stop"
"590",209,"3",216,"stop"
"591",209,"3",41,"stop"
"592",209,"3",59,"stop"
"593",209,"3",72,"stop"
"594",209,"3",85,"goal"
"596",209,"3",40,"stop"
"598",210,"1",49,"stop"
"599",210,"1",40,"stop"
"600",210,"1",6,"stop"
"601",210,"1",77,"stop"
"602",210,"1",23,"stop"
"603",210,"1",19,"stop"
"604",210,"1",16,"stop"
"605",210,"1",30,"stop"
"606",210,"1",36,"goal"
"608",210,"1",42,"stop"
"609",210,"1",33,"stop"
"610",210,"1",42,"stop"
"611",210,"1",129,"stop"
"612",210,"1",66,"stop"
"613",210,"1",11,"stop"
"614",210,"1",122,"stop"
"615",210,"1",90,"stop"
"616",210,"1",87,"stop"
"617",210,"1",61,"stop"
"618",210,"1",65,"stop"
"619",210,"1",100,"stop"
"621",210,"2",302,"stop"
"622",210,"2",67,"stop"
"623",210,"2",71,"stop"
"624",210,"2",8,"stop"
"625",210,"2",112,"stop"
"626",210,"2",86,"stop"
"627",210,"2",34,"stop"
"628",210,"2",13,"stop"
"629",210,"2",58,"stop"
"630",210,"2",150,"stop"
"631",210,"2",38,"stop"
"632",210,"2",59,"stop"
"633",210,"2",17,"stop"
"634",210,"2",30,"stop"
"635",210,"2",20,"stop"
"636",210,"2",17,"stop"
"637",210,"2",77,"stop"
"639",210,"3",7,"stop"
"640",210,"3",66,"stop"
"641",210,"3",50,"stop"
"642",210,"3",54,"stop"
"643",210,"3",9,"stop"
"644",210,"3",64,"stop"
"645",210,"3",15,"stop"
"646",210,"3",19,"stop"
"647",210,"3",317,"stop"
"648",210,"3",40,"stop"
"649",210,"3",12,"stop"
"650",210,"3",11,"stop"
"651",210,"3",94,"stop"
"652",210,"3",9,"stop"
"653",210,"3",11,"stop"
"654",210,"3",124,"stop"
"655",210,"3",13,"stop"
"656",210,"3",83,"stop"
"657",210,"3",58,"stop"
"658",210,"3",70,"stop"
"659",210,"3",30,"stop"
"660",210,"3",20,"stop"
"661",210,"3",4,"stop"
"662",210,"3",8,"stop"
"664",211,"1",85,"stop"
"665",211,"1",18,"stop"
"666",211,"1",168,"stop"
"667",211,"1",25,"stop"
"668",211,"1",54,"stop"
"669",211,"1",69,"stop"
"670",211,"1",5,"stop"
"671",211,"1",7,"stop"
"672",211,"1",11,"goal"
"674",211,"1",37,"stop"
"675",211,"1",30,"stop"
"676",211,"1",8,"stop"
"677",211,"1",11,"stop"
"678",211,"1",33,"stop"
"679",211,"1",27,"stop"
"680",211,"1",58,"stop"
"681",211,"1",27,"stop"
"682",211,"1",23,"stop"
"683",211,"1",167,"stop"
"684",211,"1",42,"stop"
"685",211,"1",14,"goal"
"687",211,"1",69,"stop"
"688",211,"1",7,"stop"
"689",211,"1",26,"stop"
"690",211,"1",72,"stop"
"691",211,"1",80,"goal"
"694",211,"2",177,"stop"
"695",211,"2",194,"stop"
"696",211,"2",4,"stop"
"697",211,"2",92,"stop"
"698",211,"2",120,"stop"
"699",211,"2",66,"stop"
"700",211,"2",79,"stop"
"701",211,"2",68,"stop"
"702",211,"2",4,"stop"
"704",211,"3",25,"stop"
"705",211,"3",14,"stop"
"706",211,"3",42,"stop"
"707",211,"3",20,"stop"
"708",211,"3",17,"stop"
"709",211,"3",21,"stop"
"710",211,"3",37,"stop"
"711",211,"3",20,"stop"
"712",211,"3",24,"stop"
"713",211,"3",70,"stop"
"714",211,"3",24,"stop"
"715",211,"3",70,"stop"
"716",211,"3",45,"stop"
"718",211,"3",60,"stop"
"719",211,"3",121,"stop"
"720",211,"3",34,"stop"
"721",211,"3",81,"stop"
"722",211,"3",61,"stop"
"723",211,"3",26,"stop"
"724",211,"3",28,"stop"
"725",211,"3",105,"stop"
"726",211,"3",35,"stop"
"727",211,"3",85,"stop"
"728",211,"3",67,"goal"
"730",211,"3",17,"stop"
"731",211,"3",32,"goal"
"734",212,"1",27,"stop"
"735",212,"1",9,"stop"
"736",212,"1",90,"stop"
"737",212,"1",14,"goal"
"739",212,"1",53,"stop"
"740",212,"1",87,"stop"
"741",212,"1",38,"goal"
"743",212,"1",45,"stop"
"744",212,"1",72,"stop"
"745",212,"1",50,"stop"
"746",212,"1",118,"stop"
"747",212,"1",42,"stop"
"748",212,"1",4,"stop"
"749",212,"1",17,"stop"
"750",212,"1",96,"stop"
"751",212,"1",39,"stop"
"752",212,"1",20,"stop"
"753",212,"1",131,"stop"
"754",212,"1",40,"goal"
"756",212,"1",64,"stop"
"757",212,"1",6,"stop"
"758",212,"1",8,"stop"
"759",212,"1",9,"stop"
"760",212,"1",12,"stop"
"761",212,"1",16,"stop"
"762",212,"1",12,"stop"
"763",212,"1",26,"stop"
"765",212,"2",8,"stop"
"766",212,"2",20,"stop"
"767",212,"2",174,"stop"
"768",212,"2",31,"stop"
"769",212,"2",94,"stop"
"770",212,"2",104,"stop"
"771",212,"2",63,"stop"
"772",212,"2",117,"stop"
"773",212,"2",7,"stop"
"774",212,"2",4,"stop"
"775",212,"2",9,"goal"
"777",212,"2",17,"stop"
"778",212,"2",69,"goal"
"780",212,"2",7,"stop"
"781",212,"2",46,"stop"
"782",212,"2",24,"stop"
"783",212,"2",52,"goal"
"785",212,"2",5,"stop"
"786",212,"2",13,"stop"
"787",212,"2",4,"stop"
"788",212,"2",24,"stop"
"789",212,"2",47,"stop"
"790",212,"2",36,"stop"
"791",212,"2",41,"stop"
"792",212,"2",7,"stop"
"793",212,"2",32,"stop"
"794",212,"2",25,"stop"
"795",212,"2",42,"stop"
"796",212,"2",12,"stop"
"798",212,"3",49,"stop"
"799",212,"3",166,"stop"
"800",212,"3",89,"stop"
"801",212,"3",40,"stop"
"802",212,"3",11,"stop"
"803",212,"3",22,"stop"
"804",212,"3",137,"stop"
"805",212,"3",16,"stop"
"806",212,"3",27,"stop"
"807",212,"3",38,"stop"
"808",212,"3",43,"stop"
"809",212,"3",62,"stop"
"810",212,"3",222,"stop"
"811",212,"3",13,"stop"
"812",212,"3",7,"stop"
"813",212,"3",60,"stop"
"814",212,"3",104,"stop"
"815",212,"3",56,"stop"
"817",212,"4",39,"stop"
"818",212,"4",95,"stop"
"819",212,"4",79,"goal"
"821",213,"1",52,"stop"
"822",213,"1",16,"stop"
"823",213,"1",14,"stop"
"824",213,"1",16,"stop"
"825",213,"1",19,"stop"
"826",213,"1",35,"stop"
"827",213,"1",215,"stop"
"828",213,"1",12,"stop"
"829",213,"1",139,"stop"
"830",213,"1",20,"stop"
"831",213,"1",14,"stop"
"832",213,"1",11,"stop"
"833",213,"1",149,"stop"
"834",213,"1",16,"stop"
"835",213,"1",52,"goal"
"837",213,"1",95,"stop"
"838",213,"1",26,"stop"
"839",213,"1",39,"stop"
"840",213,"1",95,"stop"
"841",213,"1",109,"stop"
"843",213,"2",164,"stop"
"844",213,"2",128,"stop"
"845",213,"2",7,"stop"
"846",213,"2",5,"stop"
"847",213,"2",18,"stop"
"848",213,"2",79,"stop"
"849",213,"2",41,"stop"
"850",213,"2",13,"stop"
"851",213,"2",15,"stop"
"852",213,"2",155,"stop"
"853",213,"2",44,"stop"
"854",213,"2",98,"stop"
"855",213,"2",11,"stop"
"856",213,"2",75,"goal"
"858",213,"2",13,"stop"
"859",213,"2",55,"stop"
"860",213,"2",74,"stop"
"861",213,"2",13,"stop"
"862",213,"2",34,"stop"
"863",213,"2",13,"stop"
"864",213,"2",64,"stop"
"865",213,"2",26,"stop"
"866",213,"2",48,"stop"
"868",213,"3",171,"stop"
"869",213,"3",29,"stop"
"870",213,"3",76,"stop"
"871",213,"3",43,"stop"
"872",213,"3",75,"stop"
"873",213,"3",50,"stop"
"874",213,"3",95,"stop"
"875",213,"3",66,"stop"
"876",213,"3",29,"stop"
"877",213,"3",50,"stop"
"878",213,"3",60,"stop"
"879",213,"3",14,"stop"
"881",213,"3",40,"goal"
"883",213,"3",76,"stop"
"884",213,"3",5,"stop"
"885",213,"3",84,"stop"
"886",213,"3",42,"stop"
"887",213,"3",140,"stop"
"888",213,"3",53,"stop"
"890",214,"1",7,"stop"
"891",214,"1",49,"goal"
"893",214,"1",62,"stop"
"894",214,"1",185,"stop"
"895",214,"1",125,"stop"
"896",214,"1",194,"stop"
"897",214,"1",28,"stop"
"898",214,"1",31,"stop"
"899",214,"1",17,"stop"
"900",214,"1",103,"stop"
"901",214,"1",81,"stop"
"902",214,"1",133,"stop"
"903",214,"1",38,"goal"
"905",214,"1",29,"stop"
"906",214,"1",17,"stop"
"907",214,"1",80,"stop"
"908",214,"1",6,"stop"
"910",214,"2",42,"stop"
"911",214,"2",65,"stop"
"912",214,"2",137,"stop"
"913",214,"2",116,"stop"
"914",214,"2",21,"stop"
"915",214,"2",19,"stop"
"916",214,"2",10,"stop"
"917",214,"2",48,"stop"
"918",214,"2",183,"stop"
"919",214,"2",75,"stop"
"920",214,"2",5,"stop"
"921",214,"2",64,"stop"
"922",214,"2",50,"stop"
"923",214,"2",13,"stop"
"924",214,"2",18,"stop"
"925",214,"2",58,"stop"
"926",214,"2",39,"stop"
"927",214,"2",28,"stop"
"928",214,"2",28,"stop"
"929",214,"2",26,"stop"
"930",214,"2",90,"stop"
"931",214,"2",11,"stop"
"932",214,"2",35,"stop"
"933",214,"2",13,"stop"
"935",214,"3",68,"stop"
"936",214,"3",9,"stop"
"937",214,"3",9,"stop"
"938",214,"3",28,"stop"
"939",214,"3",22,"stop"
"940",214,"3",40,"goal"
"942",214,"3",52,"stop"
"943",214,"3",103,"stop"
"944",214,"3",61,"stop"
"945",214,"3",7,"stop"
"946",214,"3",164,"stop"
"947",214,"3",49,"stop"
"948",214,"3",82,"stop"
"949",214,"3",19,"stop"
"950",214,"3",9,"stop"
"951",214,"3",29,"stop"
"952",214,"3",57,"goal"
"954",214,"3",14,"stop"
"955",214,"3",72,"stop"
"956",214,"3",6,"stop"
"957",214,"3",7,"stop"
"958",214,"3",3,"stop"
"959",214,"3",49,"stop"
"960",214,"3",22,"stop"
"961",214,"3",5,"stop"
"962",214,"3",40,"stop"
"963",214,"3",63,"goal"
"965",214,"3",46,"stop"
"966",214,"3",51,"stop"
"967",214,"3",8,"goal"
"970",215,"1",279,"stop"
"971",215,"1",23,"stop"
"972",215,"1",41,"goal"
"974",215,"1",66,"goal"
"976",215,"1",32,"stop"
"977",215,"1",212,"stop"
"978",215,"1",23,"stop"
"979",215,"1",212,"stop"
"980",215,"1",20,"stop"
"981",215,"1",26,"stop"
"982",215,"1",80,"stop"
"983",215,"1",75,"stop"
"984",215,"1",50,"stop"
"985",215,"1",40,"stop"
"987",215,"2",133,"stop"
"988",215,"2",31,"goal"
"990",215,"2",18,"stop"
"991",215,"2",79,"stop"
"992",215,"2",207,"stop"
"993",215,"2",38,"stop"
"994",215,"2",11,"stop"
"995",215,"2",158,"stop"
"996",215,"2",12,"stop"
"997",215,"2",4,"stop"
"998",215,"2",9,"stop"
"999",215,"2",248,"stop"
"1000",215,"2",9,"goal"
"1002",215,"2",93,"stop"
"1003",215,"2",62,"stop"
"1004",215,"2",80,"goal"
"1007",215,"3",81,"stop"
"1008",215,"3",202,"stop"
"1009",215,"3",47,"stop"
"1010",215,"3",68,"stop"
"1011",215,"3",22,"stop"
"1012",215,"3",136,"stop"
"1013",215,"3",34,"stop"
"1014",215,"3",8,"stop"
"1015",215,"3",56,"stop"
"1016",215,"3",49,"goal"
"1018",215,"3",23,"stop"
"1019",215,"3",75,"stop"
"1020",215,"3",23,"stop"
"1021",215,"3",36,"stop"
"1022",215,"3",37,"stop"
"1023",215,"3",30,"stop"
"1024",215,"3",86,"stop"
"1025",215,"3",55,"stop"
"1026",215,"3",62,"stop"
"1027",215,"3",28,"stop"
"1029",215,"4",78,"goal"
"1031",216,"1",16,"stop"
"1032",216,"1",13,"stop"
"1033",216,"1",19,"stop"
"1034",216,"1",76,"stop"
"1035",216,"1",40,"stop"
"1036",216,"1",1,"stop"
"1037",216,"1",31,"stop"
"1038",216,"1",123,"stop"
"1039",216,"1",19,"stop"
"1040",216,"1",76,"stop"
"1041",216,"1",5,"stop"
"1042",216,"1",263,"stop"
"1043",216,"1",78,"stop"
"1044",216,"1",17,"stop"
"1045",216,"1",22,"stop"
"1046",216,"1",218,"stop"
"1047",216,"1",28,"stop"
