"","id","period","play.lengths","result"
"3313",251,"2",56,"stop"
"3314",251,"2",8,"stop"
"3315",251,"2",34,"stop"
"3316",251,"2",16,"stop"
"3317",251,"2",9,"stop"
"3318",251,"2",5,"stop"
"3319",251,"2",152,"goal"
"3321",251,"2",8,"stop"
"3322",251,"2",70,"stop"
"3323",251,"2",138,"stop"
"3324",251,"2",19,"stop"
"3325",251,"2",55,"stop"
"3326",251,"2",49,"stop"
"3327",251,"2",22,"stop"
"3328",251,"2",7,"stop"
"3329",251,"2",72,"stop"
"3330",251,"2",151,"stop"
"3331",251,"2",73,"stop"
"3332",251,"2",24,"stop"
"3333",251,"2",20,"stop"
"3334",251,"2",12,"stop"
"3336",251,"3",10,"stop"
"3337",251,"3",30,"stop"
"3338",251,"3",67,"stop"
"3339",251,"3",32,"stop"
"3340",251,"3",3,"stop"
"3341",251,"3",46,"stop"
"3342",251,"3",92,"stop"
"3343",251,"3",105,"stop"
"3344",251,"3",78,"stop"
"3345",251,"3",48,"stop"
"3346",251,"3",85,"goal"
"3348",251,"3",24,"stop"
"3349",251,"3",42,"stop"
"3350",251,"3",168,"stop"
"3351",251,"3",16,"stop"
"3352",251,"3",71,"stop"
"3353",251,"3",97,"stop"
"3354",251,"3",89,"stop"
"3355",251,"3",54,"stop"
"3356",251,"3",5,"goal"
"3359",251,"4",6,"stop"
"3360",251,"4",49,"stop"
"3361",251,"4",134,"stop"
"3362",251,"4",33,"stop"
"3363",251,"4",54,"stop"
"3365",252,"1",28,"stop"
"3366",252,"1",82,"stop"
"3367",252,"1",20,"stop"
"3368",252,"1",53,"stop"
"3369",252,"1",91,"stop"
"3370",252,"1",8,"stop"
"3371",252,"1",143,"stop"
"3372",252,"1",9,"stop"
"3373",252,"1",57,"stop"
"3374",252,"1",42,"stop"
"3375",252,"1",70,"stop"
"3376",252,"1",39,"stop"
"3377",252,"1",22,"stop"
"3378",252,"1",67,"stop"
"3379",252,"1",34,"stop"
"3380",252,"1",114,"stop"
"3381",252,"1",49,"goal"
"3383",252,"1",38,"stop"
"3384",252,"1",148,"stop"
"3385",252,"1",6,"stop"
"3387",252,"2",28,"stop"
"3388",252,"2",6,"stop"
"3389",252,"2",13,"stop"
"3390",252,"2",13,"stop"
"3391",252,"2",61,"stop"
"3392",252,"2",18,"stop"
"3393",252,"2",170,"stop"
"3394",252,"2",60,"stop"
"3395",252,"2",4,"stop"
"3396",252,"2",31,"goal"
"3398",252,"2",33,"stop"
"3399",252,"2",43,"stop"
"3400",252,"2",23,"stop"
"3401",252,"2",17,"stop"
"3402",252,"2",256,"stop"
"3403",252,"2",98,"stop"
"3404",252,"2",93,"stop"
"3405",252,"2",14,"stop"
"3406",252,"2",81,"stop"
"3407",252,"2",37,"stop"
"3408",252,"2",94,"stop"
"3410",252,"3",103,"stop"
"3411",252,"3",26,"goal"
"3413",252,"3",90,"stop"
"3414",252,"3",31,"stop"
"3415",252,"3",46,"stop"
"3416",252,"3",104,"stop"
"3417",252,"3",55,"stop"
"3418",252,"3",243,"stop"
"3419",252,"3",83,"stop"
"3420",252,"3",23,"stop"
"3421",252,"3",90,"goal"
"3423",252,"3",141,"stop"
"3424",252,"3",32,"stop"
"3425",252,"3",19,"stop"
"3426",252,"3",41,"stop"
"3427",252,"3",11,"stop"
"3429",253,"1",67,"stop"
"3430",253,"1",139,"stop"
"3431",253,"1",42,"stop"
"3432",253,"1",176,"stop"
"3433",253,"1",44,"stop"
"3434",253,"1",15,"stop"
"3435",253,"1",37,"stop"
"3436",253,"1",129,"stop"
"3437",253,"1",50,"stop"
"3438",253,"1",156,"goal"
"3440",253,"1",29,"stop"
"3441",253,"1",72,"stop"
"3442",253,"1",51,"stop"
"3443",253,"1",145,"stop"
"3444",253,"1",31,"stop"
"3446",253,"2",33,"stop"
"3447",253,"2",26,"stop"
"3448",253,"2",144,"stop"
"3449",253,"2",133,"stop"
"3450",253,"2",24,"goal"
"3452",253,"2",48,"stop"
"3453",253,"2",314,"goal"
"3455",253,"2",86,"stop"
"3456",253,"2",112,"stop"
"3457",253,"2",18,"stop"
"3458",253,"2",77,"stop"
"3459",253,"2",98,"stop"
"3461",253,"3",19,"stop"
"3462",253,"3",118,"stop"
"3463",253,"3",225,"stop"
"3464",253,"3",38,"stop"
"3465",253,"3",7,"stop"
"3466",253,"3",114,"stop"
"3467",253,"3",61,"stop"
"3468",253,"3",153,"stop"
"3469",253,"3",13,"stop"
"3470",253,"3",41,"stop"
"3471",253,"3",14,"stop"
"3472",253,"3",183,"stop"
"3473",253,"3",25,"goal"
"3475",253,"3",76,"stop"
"3477",253,"4",28,"stop"
"3478",253,"4",9,"goal"
"3480",254,"1",63,"stop"
"3481",254,"1",36,"goal"
"3483",254,"1",23,"stop"
"3484",254,"1",27,"stop"
"3485",254,"1",4,"stop"
"3486",254,"1",76,"stop"
"3487",254,"1",35,"stop"
"3488",254,"1",49,"goal"
"3490",254,"1",55,"stop"
"3491",254,"1",42,"stop"
"3492",254,"1",5,"stop"
"3493",254,"1",18,"stop"
"3494",254,"1",235,"stop"
"3495",254,"1",61,"goal"
"3497",254,"1",30,"stop"
"3498",254,"1",11,"stop"
"3499",254,"1",82,"stop"
"3500",254,"1",33,"stop"
"3501",254,"1",22,"stop"
"3502",254,"1",114,"stop"
"3503",254,"1",109,"stop"
"3504",254,"1",22,"stop"
"3505",254,"1",44,"stop"
"3507",254,"2",11,"stop"
"3508",254,"2",40,"stop"
"3509",254,"2",20,"stop"
"3510",254,"2",49,"stop"
"3511",254,"2",8,"stop"
"3512",254,"2",55,"stop"
"3513",254,"2",11,"stop"
"3514",254,"2",14,"stop"
"3515",254,"2",9,"stop"
"3516",254,"2",48,"stop"
"3517",254,"2",39,"stop"
"3518",254,"2",45,"goal"
"3520",254,"2",54,"stop"
"3521",254,"2",17,"stop"
"3522",254,"2",29,"stop"
"3523",254,"2",5,"stop"
"3524",254,"2",255,"stop"
"3525",254,"2",122,"stop"
"3526",254,"2",56,"stop"
"3527",254,"2",45,"stop"
"3528",254,"2",36,"stop"
"3529",254,"2",6,"goal"
"3531",254,"2",10,"stop"
"3532",254,"2",60,"stop"
"3533",254,"2",100,"stop"
"3534",254,"2",38,"stop"
"3536",254,"3",159,"stop"
"3537",254,"3",277,"stop"
"3538",254,"3",15,"stop"
"3539",254,"3",191,"goal"
"3541",254,"3",60,"stop"
"3542",254,"3",22,"stop"
"3543",254,"3",17,"stop"
"3544",254,"3",21,"stop"
"3545",254,"3",74,"stop"
"3546",254,"3",62,"stop"
"3547",254,"3",9,"stop"
"3548",254,"3",11,"goal"
"3550",254,"3",41,"stop"
"3551",254,"3",4,"stop"
"3553",255,"1",22,"stop"
"3554",255,"1",18,"stop"
"3555",255,"1",9,"stop"
"3556",255,"1",51,"stop"
"3557",255,"1",34,"stop"
"3558",255,"1",98,"stop"
"3559",255,"1",53,"goal"
"3561",255,"1",73,"goal"
"3563",255,"1",73,"stop"
"3564",255,"1",26,"stop"
"3565",255,"1",204,"stop"
"3566",255,"1",46,"stop"
"3567",255,"1",14,"goal"
"3569",255,"1",50,"stop"
"3570",255,"1",63,"stop"
"3571",255,"1",12,"stop"
"3572",255,"1",15,"stop"
"3573",255,"1",12,"goal"
"3575",255,"1",89,"stop"
"3576",255,"1",220,"stop"
"3578",255,"2",56,"stop"
"3579",255,"2",34,"stop"
"3580",255,"2",43,"stop"
"3581",255,"2",14,"stop"
"3582",255,"2",29,"goal"
"3584",255,"2",72,"stop"
"3585",255,"2",142,"stop"
"3586",255,"2",164,"stop"
"3587",255,"2",6,"stop"
"3588",255,"2",63,"stop"
"3589",255,"2",2,"stop"
"3590",255,"2",92,"stop"
"3591",255,"2",43,"stop"
"3592",255,"2",29,"stop"
"3593",255,"2",55,"stop"
"3594",255,"2",94,"stop"
"3595",255,"2",134,"stop"
"3596",255,"2",17,"stop"
"3597",255,"2",36,"stop"
"3598",255,"2",17,"stop"
"3600",255,"3",93,"stop"
"3601",255,"3",23,"stop"
"3602",255,"3",102,"stop"
"3603",255,"3",66,"stop"
"3604",255,"3",11,"stop"
"3605",255,"3",113,"stop"
"3606",255,"3",18,"stop"
"3607",255,"3",10,"stop"
"3608",255,"3",25,"stop"
"3609",255,"3",59,"stop"
"3610",255,"3",104,"stop"
"3611",255,"3",44,"stop"
"3612",255,"3",6,"stop"
"3613",255,"3",37,"goal"
"3615",255,"3",54,"stop"
"3616",255,"3",48,"goal"
"3618",255,"3",152,"stop"
"3619",255,"3",44,"stop"
"3620",255,"3",152,"stop"
"3622",256,"1",43,"stop"
"3623",256,"1",28,"stop"
"3624",256,"1",18,"stop"
"3625",256,"1",143,"stop"
"3626",256,"1",18,"goal"
"3628",256,"1",7,"stop"
"3629",256,"1",31,"stop"
"3630",256,"1",102,"stop"
"3631",256,"1",53,"stop"
"3632",256,"1",34,"stop"
"3633",256,"1",98,"stop"
"3634",256,"1",122,"stop"
"3635",256,"1",61,"stop"
"3636",256,"1",53,"stop"
"3637",256,"1",78,"stop"
"3638",256,"1",53,"stop"
"3639",256,"1",208,"stop"
"3640",256,"1",29,"stop"
"3641",256,"1",15,"stop"
"3643",256,"2",38,"stop"
"3644",256,"2",44,"stop"
"3645",256,"2",70,"stop"
"3646",256,"2",5,"stop"
"3647",256,"2",44,"stop"
"3648",256,"2",33,"stop"
"3649",256,"2",16,"stop"
"3650",256,"2",121,"stop"
"3651",256,"2",21,"goal"
"3653",256,"2",44,"stop"
"3654",256,"2",60,"goal"
"3656",256,"2",103,"stop"
"3657",256,"2",72,"stop"
"3658",256,"2",65,"stop"
"3659",256,"2",44,"stop"
"3660",256,"2",122,"stop"
"3661",256,"2",15,"goal"
"3663",256,"2",8,"stop"
"3664",256,"2",172,"stop"
"3665",256,"2",23,"stop"
"3666",256,"2",15,"goal"
"3668",256,"2",39,"stop"
"3670",256,"3",18,"stop"
"3671",256,"3",6,"stop"
"3672",256,"3",27,"stop"
"3673",256,"3",197,"stop"
"3674",256,"3",23,"stop"
"3675",256,"3",9,"stop"
"3676",256,"3",167,"stop"
"3677",256,"3",46,"stop"
"3678",256,"3",43,"stop"
"3679",256,"3",80,"stop"
"3680",256,"3",269,"stop"
"3681",256,"3",36,"stop"
"3682",256,"3",22,"stop"
"3683",256,"3",20,"stop"
"3684",256,"3",131,"stop"
"3685",256,"3",8,"stop"
"3686",256,"3",13,"stop"
"3687",256,"3",38,"goal"
"3689",256,"3",43,"stop"
"3691",257,"1",81,"stop"
"3692",257,"1",26,"stop"
"3693",257,"1",55,"stop"
"3694",257,"1",29,"stop"
"3695",257,"1",122,"stop"
"3696",257,"1",27,"stop"
"3697",257,"1",95,"stop"
"3698",257,"1",26,"goal"
"3700",257,"1",68,"stop"
"3701",257,"1",17,"stop"
"3702",257,"1",88,"stop"
"3703",257,"1",84,"stop"
"3704",257,"1",92,"stop"
"3705",257,"1",21,"stop"
"3706",257,"1",11,"stop"
"3707",257,"1",114,"stop"
"3708",257,"1",63,"stop"
"3709",257,"1",76,"stop"
"3710",257,"1",62,"stop"
"3711",257,"1",42,"stop"
"3713",257,"2",260,"stop"
"3714",257,"2",55,"goal"
"3716",257,"2",5,"stop"
"3717",257,"2",17,"stop"
"3718",257,"2",14,"stop"
"3719",257,"2",88,"stop"
"3720",257,"2",106,"stop"
"3721",257,"2",77,"stop"
"3722",257,"2",126,"stop"
"3723",257,"2",82,"stop"
"3724",257,"2",14,"stop"
"3725",257,"2",119,"stop"
"3726",257,"2",146,"stop"
"3727",257,"2",3,"stop"
"3729",257,"3",100,"stop"
"3730",257,"3",7,"stop"
"3731",257,"3",15,"stop"
"3732",257,"3",22,"stop"
"3733",257,"3",2,"goal"
"3735",257,"3",20,"stop"
"3736",257,"3",11,"stop"
"3737",257,"3",67,"stop"
"3738",257,"3",73,"stop"
"3739",257,"3",29,"stop"
"3740",257,"3",14,"stop"
"3741",257,"3",27,"stop"
"3742",257,"3",48,"goal"
"3744",257,"3",47,"stop"
"3745",257,"3",25,"stop"
"3746",257,"3",40,"stop"
"3747",257,"3",94,"stop"
"3748",257,"3",139,"stop"
"3749",257,"3",50,"stop"
"3750",257,"3",46,"stop"
"3751",257,"3",179,"stop"
"3752",257,"3",61,"stop"
"3753",257,"3",19,"stop"
"3754",257,"3",50,"stop"
"3756",257,"4",83,"stop"
"3757",257,"4",115,"goal"
"3759",258,"1",41,"stop"
"3760",258,"1",36,"goal"
"3761",258,"1",75,"stop"
"3762",258,"1",37,"stop"
"3763",258,"1",32,"stop"
"3764",258,"1",24,"stop"
"3765",258,"1",62,"stop"
"3766",258,"1",138,"stop"
"3767",258,"1",67,"stop"
"3768",258,"1",202,"stop"
"3769",258,"1",11,"stop"
"3770",258,"1",29,"stop"
"3771",258,"1",53,"stop"
"3772",258,"1",21,"stop"
"3773",258,"1",111,"stop"
"3774",258,"1",35,"stop"
"3775",258,"1",25,"stop"
"3776",258,"1",47,"stop"
"3777",258,"1",24,"stop"
"3778",258,"1",66,"goal"
"3780",258,"1",4,"stop"
"3782",258,"2",38,"stop"
"3783",258,"2",20,"stop"
"3784",258,"2",13,"stop"
"3785",258,"2",30,"stop"
"3786",258,"2",177,"stop"
"3787",258,"2",39,"goal"
"3789",258,"2",7,"stop"
"3790",258,"2",5,"stop"
"3791",258,"2",159,"stop"
"3792",258,"2",27,"goal"
"3794",258,"2",10,"stop"
"3795",258,"2",106,"stop"
"3796",258,"2",42,"stop"
"3797",258,"2",103,"stop"
"3798",258,"2",57,"goal"
"3800",258,"2",94,"stop"
"3801",258,"2",32,"stop"
"3802",258,"2",10,"stop"
"3803",258,"2",119,"stop"
"3804",258,"2",52,"stop"
"3806",258,"3",39,"stop"
"3807",258,"3",13,"stop"
"3808",258,"3",155,"stop"
"3809",258,"3",71,"stop"
"3810",258,"3",33,"stop"
"3811",258,"3",172,"stop"
"3812",258,"3",86,"stop"
"3813",258,"3",124,"stop"
"3814",258,"3",217,"goal"
"3816",258,"3",65,"stop"
"3817",258,"3",36,"stop"
"3818",258,"3",92,"goal"
"3820",258,"3",12,"stop"
"3821",258,"3",38,"stop"
"3822",258,"3",21,"stop"
"3824",259,"1",69,"stop"
"3825",259,"1",21,"stop"
"3826",259,"1",50,"stop"
"3827",259,"1",104,"stop"
"3828",259,"1",17,"stop"
"3829",259,"1",62,"stop"
"3830",259,"1",68,"stop"
"3831",259,"1",36,"stop"
"3832",259,"1",61,"stop"
"3833",259,"1",51,"stop"
"3834",259,"1",20,"stop"
"3835",259,"1",22,"stop"
"3836",259,"1",93,"stop"
"3837",259,"1",87,"stop"
"3838",259,"1",78,"stop"
"3839",259,"1",89,"stop"
"3840",259,"1",7,"stop"
"3841",259,"1",37,"stop"
"3842",259,"1",35,"stop"
"3843",259,"1",70,"goal"
"3845",259,"1",64,"stop"
"3846",259,"1",50,"stop"
"3848",259,"2",26,"stop"
"3849",259,"2",18,"goal"
"3851",259,"2",91,"stop"
"3852",259,"2",65,"stop"
"3853",259,"2",6,"stop"
"3854",259,"2",13,"stop"
"3855",259,"2",10,"stop"
"3856",259,"2",14,"stop"
"3857",259,"2",5,"stop"
"3858",259,"2",12,"stop"
"3859",259,"2",3,"stop"
"3860",259,"2",95,"stop"
"3861",259,"2",32,"stop"
"3862",259,"2",106,"stop"
"3863",259,"2",58,"stop"
"3864",259,"2",126,"stop"
"3865",259,"2",48,"stop"
"3866",259,"2",48,"stop"
"3867",259,"2",16,"stop"
"3868",259,"2",19,"stop"
"3869",259,"2",24,"goal"
"3871",259,"2",25,"stop"
"3872",259,"2",34,"stop"
"3873",259,"2",55,"stop"
"3874",259,"2",7,"stop"
"3875",259,"2",12,"stop"
"3876",259,"2",90,"goal"
"3878",259,"2",102,"stop"
"3879",259,"2",28,"stop"
"3880",259,"2",10,"stop"
"3882",259,"3",44,"stop"
"3883",259,"3",8,"stop"
"3884",259,"3",28,"stop"
"3885",259,"3",9,"stop"
"3886",259,"3",128,"goal"
"3888",259,"3",8,"stop"
"3889",259,"3",73,"stop"
"3890",259,"3",13,"stop"
"3891",259,"3",4,"goal"
"3893",259,"3",22,"stop"
"3894",259,"3",45,"stop"
"3895",259,"3",72,"stop"
"3896",259,"3",107,"stop"
"3897",259,"3",13,"stop"
"3898",259,"3",317,"stop"
"3899",259,"3",45,"stop"
"3900",259,"3",130,"stop"
"3901",259,"3",6,"stop"
"3902",259,"3",37,"stop"
"3903",259,"3",37,"goal"
"3905",259,"3",4,"stop"
"3907",260,"1",145,"stop"
"3908",260,"1",78,"stop"
"3909",260,"1",12,"stop"
"3910",260,"1",21,"stop"
"3911",260,"1",92,"stop"
"3912",260,"1",7,"stop"
"3913",260,"1",25,"stop"
"3914",260,"1",35,"stop"
"3915",260,"1",95,"stop"
"3916",260,"1",95,"stop"
"3917",260,"1",62,"stop"
"3918",260,"1",224,"stop"
"3919",260,"1",125,"stop"
"3920",260,"1",155,"stop"
"3921",260,"1",6,"stop"
"3923",260,"2",146,"stop"
"3924",260,"2",18,"stop"
"3925",260,"2",57,"goal"
"3927",260,"2",29,"stop"
"3928",260,"2",37,"stop"
"3929",260,"2",74,"stop"
"3930",260,"2",36,"goal"
"3932",260,"2",63,"goal"
"3934",260,"2",18,"stop"
"3935",260,"2",34,"goal"
"3937",260,"2",46,"stop"
"3938",260,"2",13,"stop"
"3939",260,"2",15,"stop"
"3940",260,"2",33,"stop"
"3941",260,"2",49,"stop"
"3942",260,"2",79,"stop"
"3943",260,"2",39,"stop"
"3944",260,"2",71,"stop"
"3945",260,"2",27,"stop"
"3946",260,"2",72,"stop"
"3947",260,"2",123,"stop"
"3948",260,"2",9,"stop"
"3949",260,"2",25,"stop"
"3950",260,"2",55,"stop"
"3952",260,"3",75,"stop"
"3953",260,"3",130,"stop"
"3954",260,"3",149,"stop"
"3955",260,"3",41,"stop"
"3956",260,"3",45,"stop"
"3957",260,"3",53,"stop"
"3958",260,"3",204,"stop"
"3959",260,"3",25,"stop"
"3960",260,"3",60,"stop"
"3961",260,"3",116,"stop"
"3962",260,"3",98,"stop"
"3963",260,"3",132,"stop"
"3964",260,"3",22,"stop"
"3965",260,"3",12,"goal"
"3967",260,"3",35,"stop"
"3969",261,"1",33,"stop"
"3970",261,"1",11,"stop"
"3971",261,"1",80,"stop"
"3972",261,"1",62,"stop"
"3973",261,"1",78,"stop"
"3974",261,"1",21,"stop"
"3975",261,"1",6,"goal"
"3977",261,"1",187,"stop"
"3978",261,"1",185,"stop"
"3979",261,"1",145,"stop"
"3980",261,"1",127,"stop"
"3981",261,"1",33,"stop"
"3982",261,"1",115,"stop"
"3983",261,"1",77,"stop"
"3984",261,"1",38,"stop"
"3986",261,"2",38,"stop"
"3987",261,"2",33,"stop"
"3988",261,"2",104,"stop"
"3989",261,"2",21,"stop"
"3990",261,"2",93,"stop"
"3991",261,"2",120,"stop"
"3992",261,"2",27,"stop"
"3993",261,"2",118,"stop"
"3994",261,"2",83,"stop"
"3995",261,"2",24,"stop"
"3996",261,"2",111,"stop"
"3997",261,"2",78,"stop"
"3998",261,"2",67,"stop"
"3999",261,"2",16,"stop"
"4000",261,"2",39,"stop"
"4001",261,"2",11,"stop"
"4002",261,"2",16,"stop"
"4004",261,"3",83,"goal"
"4006",261,"3",90,"stop"
"4007",261,"3",165,"goal"
"4009",261,"3",28,"stop"
"4010",261,"3",197,"stop"
"4011",261,"3",35,"stop"
"4012",261,"3",20,"stop"
"4013",261,"3",72,"stop"
"4014",261,"3",20,"goal"
"4016",261,"3",106,"stop"
"4017",261,"3",5,"stop"
"4018",261,"3",79,"stop"
"4019",261,"3",45,"goal"
"4021",261,"3",70,"stop"
"4022",261,"3",38,"stop"
"4023",261,"3",20,"goal"
"4025",261,"3",12,"stop"
"4026",261,"3",30,"stop"
"4027",261,"3",45,"goal"
"4030",262,"1",13,"stop"
"4031",262,"1",135,"stop"
"4032",262,"1",46,"stop"
"4033",262,"1",8,"stop"
"4034",262,"1",177,"stop"
"4035",262,"1",117,"stop"
"4036",262,"1",86,"stop"
"4037",262,"1",101,"goal"
"4039",262,"1",73,"stop"
"4040",262,"1",57,"stop"
"4041",262,"1",104,"stop"
"4042",262,"1",25,"stop"
"4043",262,"1",39,"stop"
"4044",262,"1",9,"stop"
"4045",262,"1",150,"stop"
"4046",262,"1",44,"stop"
"4048",262,"2",4,"stop"
"4049",262,"2",214,"goal"
"4051",262,"2",6,"stop"
"4052",262,"2",265,"stop"
"4053",262,"2",61,"stop"
"4054",262,"2",123,"stop"
"4055",262,"2",115,"goal"
"4057",262,"2",46,"stop"
"4058",262,"2",19,"stop"
"4059",262,"2",26,"stop"
"4060",262,"2",62,"stop"
"4061",262,"2",95,"stop"
"4062",262,"2",60,"stop"
"4064",262,"3",113,"stop"
"4065",262,"3",103,"stop"
"4066",262,"3",4,"stop"
"4067",262,"3",47,"stop"
"4068",262,"3",33,"stop"
"4069",262,"3",187,"stop"
"4070",262,"3",31,"stop"
"4071",262,"3",40,"stop"
"4072",262,"3",30,"stop"
"4073",262,"3",15,"stop"
"4074",262,"3",77,"stop"
"4075",262,"3",55,"stop"
"4076",262,"3",13,"stop"
"4077",262,"3",14,"stop"
"4078",262,"3",69,"stop"
"4079",262,"3",9,"stop"
"4080",262,"3",131,"goal"
"4082",262,"3",143,"stop"
"4083",262,"3",26,"goal"
"4085",262,"3",12,"stop"
"4086",262,"3",12,"stop"
"4088",263,"1",46,"stop"
"4089",263,"1",39,"goal"
"4091",263,"1",46,"stop"
"4092",263,"1",23,"stop"
"4093",263,"1",153,"stop"
"4094",263,"1",61,"stop"
"4095",263,"1",82,"stop"
"4096",263,"1",30,"stop"
"4097",263,"1",6,"stop"
"4098",263,"1",18,"stop"
"4099",263,"1",6,"stop"
"4100",263,"1",94,"stop"
"4101",263,"1",291,"stop"
"4102",263,"1",57,"stop"
"4103",263,"1",34,"stop"
"4104",263,"1",87,"goal"
"4106",263,"1",25,"stop"
"4107",263,"1",60,"stop"
"4108",263,"1",11,"stop"
"4109",263,"1",18,"stop"
"4111",263,"2",104,"stop"
"4112",263,"2",88,"stop"
"4113",263,"2",5,"goal"
"4115",263,"2",48,"stop"
"4116",263,"2",11,"stop"
"4117",263,"2",61,"stop"
"4118",263,"2",115,"stop"
"4119",263,"2",88,"goal"
"4121",263,"2",92,"stop"
"4122",263,"2",14,"stop"
"4123",263,"2",15,"stop"
"4124",263,"2",12,"goal"
"4126",263,"2",75,"stop"
"4127",263,"2",110,"stop"
"4128",263,"2",33,"stop"
"4129",263,"2",71,"stop"
"4130",263,"2",78,"stop"
"4131",263,"2",8,"stop"
"4132",263,"2",3,"stop"
"4133",263,"2",51,"stop"
"4134",263,"2",4,"stop"
"4135",263,"2",11,"stop"
"4136",263,"2",83,"stop"
"4138",263,"3",46,"stop"
"4139",263,"3",128,"stop"
"4140",263,"3",25,"stop"
"4141",263,"3",43,"stop"
"4142",263,"3",72,"stop"
"4143",263,"3",125,"stop"
"4144",263,"3",45,"stop"
"4145",263,"3",46,"stop"
"4146",263,"3",7,"stop"
"4147",263,"3",112,"stop"
"4148",263,"3",140,"stop"
"4149",263,"3",99,"stop"
"4150",263,"3",51,"stop"
"4151",263,"3",62,"stop"
"4152",263,"3",11,"goal"
"4155",263,"4",10,"stop"
"4156",263,"4",80,"stop"
"4157",263,"4",40,"stop"
"4158",263,"4",75,"goal"
"4160",264,"1",23,"stop"
"4161",264,"1",164,"stop"
"4162",264,"1",18,"stop"
"4163",264,"1",102,"stop"
"4164",264,"1",21,"stop"
"4165",264,"1",12,"stop"
"4166",264,"1",134,"stop"
"4167",264,"1",78,"goal"
"4169",264,"1",8,"stop"
"4170",264,"1",77,"stop"
"4171",264,"1",24,"goal"
"4173",264,"1",19,"stop"
"4174",264,"1",78,"stop"
"4175",264,"1",25,"stop"
"4176",264,"1",34,"stop"
"4177",264,"1",36,"stop"
"4178",264,"1",30,"stop"
"4179",264,"1",33,"stop"
"4180",264,"1",54,"goal"
"4182",264,"1",23,"stop"
"4183",264,"1",164,"stop"
"4184",264,"1",8,"stop"
"4185",264,"1",12,"stop"
"4187",264,"2",25,"stop"
"4188",264,"2",29,"stop"
"4189",264,"2",32,"stop"
"4190",264,"2",56,"stop"
"4191",264,"2",71,"stop"
"4192",264,"2",50,"stop"
"4193",264,"2",56,"stop"
"4194",264,"2",61,"stop"
"4195",264,"2",10,"stop"
"4196",264,"2",51,"stop"
"4197",264,"2",22,"stop"
"4198",264,"2",75,"stop"
"4199",264,"2",12,"stop"
"4200",264,"2",237,"stop"
"4201",264,"2",74,"stop"
"4202",264,"2",11,"stop"
"4203",264,"2",112,"goal"
"4205",264,"2",29,"stop"
"4206",264,"2",63,"stop"
"4207",264,"2",6,"stop"
"4208",264,"2",78,"stop"
"4210",264,"3",48,"stop"
"4211",264,"3",145,"goal"
"4213",264,"3",76,"stop"
"4214",264,"3",8,"stop"
"4215",264,"3",19,"stop"
"4216",264,"3",95,"stop"
"4217",264,"3",8,"stop"
"4218",264,"3",323,"stop"
"4219",264,"3",133,"stop"
"4220",264,"3",10,"stop"
"4221",264,"3",58,"stop"
"4222",264,"3",52,"stop"
"4223",264,"3",57,"goal"
"4225",264,"3",10,"stop"
"4226",264,"3",51,"stop"
"4227",264,"3",12,"stop"
"4228",264,"3",65,"stop"
"4229",264,"3",20,"stop"
"4231",264,"4",124,"goal"
"4233",265,"1",190,"stop"
"4234",265,"1",155,"stop"
"4235",265,"1",102,"stop"
"4236",265,"1",6,"stop"
"4237",265,"1",131,"stop"
"4238",265,"1",13,"stop"
"4239",265,"1",107,"stop"
"4240",265,"1",92,"stop"
"4241",265,"1",67,"stop"
"4242",265,"1",3,"stop"
"4243",265,"1",65,"stop"
"4244",265,"1",54,"stop"
"4245",265,"1",114,"stop"
"4246",265,"1",70,"stop"
"4247",265,"1",8,"stop"
"4248",265,"1",8,"stop"
"4250",265,"2",49,"stop"
"4251",265,"2",19,"stop"
"4252",265,"2",29,"stop"
"4253",265,"2",63,"stop"
"4254",265,"2",6,"stop"
"4255",265,"2",58,"stop"
"4256",265,"2",7,"stop"
"4257",265,"2",48,"stop"
"4258",265,"2",52,"stop"
"4259",265,"2",31,"stop"
"4260",265,"2",11,"stop"
"4261",265,"2",156,"stop"
"4262",265,"2",2,"stop"
"4263",265,"2",111,"stop"
"4264",265,"2",141,"stop"
"4265",265,"2",32,"stop"
"4266",265,"2",6,"stop"
"4267",265,"2",196,"stop"
"4268",265,"2",75,"stop"
"4269",265,"2",46,"stop"
"4270",265,"2",43,"stop"
"4271",265,"2",8,"stop"
"4273",265,"3",26,"stop"
"4274",265,"3",95,"stop"
"4275",265,"3",14,"stop"
"4276",265,"3",7,"stop"
"4277",265,"3",71,"stop"
"4278",265,"3",118,"stop"
"4279",265,"3",66,"stop"
"4280",265,"3",19,"stop"
"4281",265,"3",120,"stop"
"4282",265,"3",5,"stop"
"4283",265,"3",18,"stop"
"4284",265,"3",17,"stop"
"4285",265,"3",9,"stop"
"4286",265,"3",158,"stop"
"4287",265,"3",49,"stop"
"4288",265,"3",387,"goal"
"4291",266,"1",11,"stop"
"4292",266,"1",54,"stop"
"4293",266,"1",8,"stop"
"4294",266,"1",132,"stop"
"4295",266,"1",75,"stop"
"4296",266,"1",43,"stop"
"4297",266,"1",10,"goal"
"4299",266,"1",40,"stop"
"4300",266,"1",93,"stop"
"4301",266,"1",9,"stop"
"4302",266,"1",132,"stop"
"4303",266,"1",57,"stop"
"4304",266,"1",49,"stop"
"4305",266,"1",4,"stop"
"4306",266,"1",77,"stop"
"4307",266,"1",21,"stop"
"4308",266,"1",11,"stop"
"4309",266,"1",20,"stop"
"4310",266,"1",7,"goal"
"4312",266,"1",7,"stop"
"4313",266,"1",13,"stop"
"4314",266,"1",160,"stop"
"4315",266,"1",112,"stop"
