"","date","away","home","request"
"1121","2016-03-26","NYI","CAR","20160326-NYI-CAR"
"1122","2016-03-26","ANA","OTT","20160326-ANA-OTT"
"1123","2016-03-26","CBJ","NSH","20160326-CBJ-NSH"
"1124","2016-03-26","CHI","CGY","20160326-CHI-CGY"
"1125","2016-03-26","PHI","ARI","20160326-PHI-ARI"
"1126","2016-03-26","EDM","LAK","20160326-EDM-LAK"
"1127","2016-03-27","NJD","CAR","20160327-NJD-CAR"
"1128","2016-03-27","PIT","NYR","20160327-PIT-NYR"
"1129","2016-03-27","CHI","VAN","20160327-CHI-VAN"
"1130","2016-03-28","WPJ","PHI","20160328-WPJ-PHI"
"1131","2016-03-28","CBJ","WSH","20160328-CBJ-WSH"
"1132","2016-03-28","BUF","DET","20160328-BUF-DET"
"1133","2016-03-28","TOR","TBL","20160328-TOR-TBL"
"1134","2016-03-28","COL","NSH","20160328-COL-NSH"
"1135","2016-03-28","ANA","EDM","20160328-ANA-EDM"
"1136","2016-03-28","CGY","ARI","20160328-CGY-ARI"
"1137","2016-03-28","LAK","SJS","20160328-LAK-SJS"
"1138","2016-03-29","BOS","NJD","20160329-BOS-NJD"
"1139","2016-03-29","CAR","NYI","20160329-CAR-NYI"
"1140","2016-03-29","BUF","PIT","20160329-BUF-PIT"
"1141","2016-03-29","DET","MTL","20160329-DET-MTL"
"1142","2016-03-29","TOR","FLO","20160329-TOR-FLO"
"1143","2016-03-29","CHI","MIN","20160329-CHI-MIN"
"1144","2016-03-29","COL","STL","20160329-COL-STL"
"1145","2016-03-29","NSH","DAL","20160329-NSH-DAL"
"1146","2016-03-29","SJS","VAN","20160329-SJS-VAN"
"1147","2016-03-30","OTT","WPJ","20160330-OTT-WPJ"
"1148","2016-03-30","WSH","PHI","20160330-WSH-PHI"
"1149","2016-03-30","CGY","ANA","20160330-CGY-ANA"
"1150","2016-03-31","TOR","BUF","20160331-TOR-BUF"
"1151","2016-03-31","CBJ","NYI","20160331-CBJ-NYI"
"1152","2016-03-31","NSH","PIT","20160331-NSH-PIT"
"1153","2016-03-31","NYR","CAR","20160331-NYR-CAR"
"1154","2016-03-31","MTL","TBL","20160331-MTL-TBL"
"1155","2016-03-31","NJD","FLO","20160331-NJD-FLO"
"1156","2016-03-31","OTT","MIN","20160331-OTT-MIN"
"1157","2016-03-31","ARI","DAL","20160331-ARI-DAL"
"1158","2016-03-31","CGY","LAK","20160331-CGY-LAK"
"1159","2016-03-31","VAN","SJS","20160331-VAN-SJS"
"1160","2016-04-01","MIN","DET","20160401-MIN-DET"
"1161","2016-04-01","BOS","STL","20160401-BOS-STL"
"1162","2016-04-01","CHI","WPJ","20160401-CHI-WPJ"
"1163","2016-04-01","WSH","COL","20160401-WSH-COL"
"1164","2016-04-01","VAN","ANA","20160401-VAN-ANA"
"1165","2016-04-02","PIT","NYI","20160402-PIT-NYI"
"1166","2016-04-02","OTT","PHI","20160402-OTT-PHI"
"1167","2016-04-02","DAL","LAK","20160402-DAL-LAK"
"1168","2016-04-02","DET","TOR","20160402-DET-TOR"
"1169","2016-04-02","NJD","TBL","20160402-NJD-TBL"
"1170","2016-04-02","MTL","FLO","20160402-MTL-FLO"
"1171","2016-04-02","BUF","NYR","20160402-BUF-NYR"
"1172","2016-04-02","CBJ","CAR","20160402-CBJ-CAR"
"1173","2016-04-02","SJS","NSH","20160402-SJS-NSH"
"1174","2016-04-02","CGY","EDM","20160402-CGY-EDM"
"1175","2016-04-02","WSH","ARI","20160402-WSH-ARI"
"1176","2016-04-03","BOS","CHI","20160403-BOS-CHI"
"1177","2016-04-03","PHI","PIT","20160403-PHI-PIT"
"1178","2016-04-03","MIN","WPJ","20160403-MIN-WPJ"
"1179","2016-04-03","STL","COL","20160403-STL-COL"
"1180","2016-04-03","DAL","ANA","20160403-DAL-ANA"
"1181","2016-04-04","TBL","NYI","20160404-TBL-NYI"
"1182","2016-04-04","NYR","CBJ","20160404-NYR-CBJ"
"1183","2016-04-04","FLO","TOR","20160404-FLO-TOR"
"1184","2016-04-04","ARI","STL","20160404-ARI-STL"
"1185","2016-04-04","LAK","VAN","20160404-LAK-VAN"
"1186","2016-04-05","CAR","BOS","20160405-CAR-BOS"
"1187","2016-04-05","BUF","NJD","20160405-BUF-NJD"
"1188","2016-04-05","TBL","NYR","20160405-TBL-NYR"
"1189","2016-04-05","NYI","WSH","20160405-NYI-WSH"
"1190","2016-04-05","FLO","MTL","20160405-FLO-MTL"
"1191","2016-04-05","PIT","OTT","20160405-PIT-OTT"
"1192","2016-04-05","COL","NSH","20160405-COL-NSH"
"1193","2016-04-05","SJS","MIN","20160405-SJS-MIN"
"1194","2016-04-05","ARI","CHI","20160405-ARI-CHI"
"1195","2016-04-05","LAK","CGY","20160405-LAK-CGY"
"1196","2016-04-05","WPJ","ANA","20160405-WPJ-ANA"
"1197","2016-04-06","CBJ","TOR","20160406-CBJ-TOR"
"1198","2016-04-06","PHI","DET","20160406-PHI-DET"
"1199","2016-04-06","VAN","EDM","20160406-VAN-EDM"
"1200","2016-04-07","DET","BOS","20160407-DET-BOS"
"1201","2016-04-07","TBL","NJD","20160407-TBL-NJD"
"1202","2016-04-07","NYI","NYR","20160407-NYI-NYR"
"1203","2016-04-07","TOR","PHI","20160407-TOR-PHI"
"1204","2016-04-07","PIT","WSH","20160407-PIT-WSH"
"1205","2016-04-07","MTL","CAR","20160407-MTL-CAR"
"1206","2016-04-07","FLO","OTT","20160407-FLO-OTT"
"1207","2016-04-07","ARI","NSH","20160407-ARI-NSH"
"1208","2016-04-07","STL","CHI","20160407-STL-CHI"
"1209","2016-04-07","COL","DAL","20160407-COL-DAL"
"1210","2016-04-07","VAN","CGY","20160407-VAN-CGY"
"1211","2016-04-07","ANA","LAK","20160407-ANA-LAK"
"1212","2016-04-07","WPJ","SJS","20160407-WPJ-SJS"
"1213","2016-04-08","CBJ","BUF","20160408-CBJ-BUF"
"1214","2016-04-09","OTT","BOS","20160409-OTT-BOS"
"1215","2016-04-09","DET","NYR","20160409-DET-NYR"
"1216","2016-04-09","PIT","PHI","20160409-PIT-PHI"
"1217","2016-04-09","ANA","COL","20160409-ANA-COL"
"1218","2016-04-09","TBL","MTL","20160409-TBL-MTL"
"1219","2016-04-09","CAR","FLO","20160409-CAR-FLO"
"1220","2016-04-09","TOR","NJD","20160409-TOR-NJD"
"1221","2016-04-09","CHI","CBJ","20160409-CHI-CBJ"
"1222","2016-04-09","CGY","MIN","20160409-CGY-MIN"
"1223","2016-04-09","BUF","NYI","20160409-BUF-NYI"
"1224","2016-04-09","WSH","STL","20160409-WSH-STL"
"1225","2016-04-09","NSH","DAL","20160409-NSH-DAL"
"1226","2016-04-09","EDM","VAN","20160409-EDM-VAN"
"1227","2016-04-09","WPJ","LAK","20160409-WPJ-LAK"
"1228","2016-04-09","ARI","SJS","20160409-ARI-SJS"
"1229","2016-04-10","PHI","NYI","20160410-PHI-NYI"
"1230","2016-04-10","ANA","WSH","20160410-ANA-WSH"
